Date,Depth_m,Temp_C,Chla_ugL,Turb_NTU,Cond_uScm,Spec_Cond_uScm,DO_mgL,DO_pSat,pH,ORP_mV,PAR,Salinity,Descent Rate (m/s),Flag
2018-07-09T13:11:49Z,0.052,26.7192,1.3547,1.0514,34.942798,33.786,8.3917,104.448,8.157,166.1435,1789.8,0.0236,0.136,0
2018-07-09T13:11:49Z,0.111,26.7089,1.3547,1.1185,34.935829,33.775,8.3321,103.65,8.188,165.2728,2917.5,0.0236,0.162,0
2018-07-09T13:11:49Z,0.159,26.7016,1.3749,1.0379,34.889067,33.721,8.2471,102.528,8.21,165.9921,1394.6,0.0236,0.183,0
2018-07-09T13:11:49Z,0.195,26.6939,1.3547,1.0648,34.823053,33.674,8.1805,101.631,8.232,166.5978,680.13,0.0236,0.196,0
2018-07-09T13:11:49Z,0.225,26.6639,1.5528,1.1051,34.958674,33.787,8.1202,100.85,8.242,166.9007,1145.3,0.0236,0.198,0
2018-07-09T13:11:49Z,0.268,26.6329,1.5366,1.0514,35.224459,34.088,8.1041,100.632,8.247,167.62,574.88,0.0237,0.192,0
2018-07-09T13:11:49Z,0.299,26.591,1.5568,1.1051,35.26337,34.109,8.0905,100.453,8.25,168.5664,672.47,0.0237,0.18,0
2018-07-09T13:11:49Z,0.312,26.5478,1.5771,1.1319,35.2958,34.183,8.0566,100.028,8.25,169.0585,807.16,0.0237,0.158,0
2018-07-09T13:11:49Z,0.354,26.5432,1.5407,1.0514,35.243432,34.156,8.007,99.407,8.244,170.3835,1155.3,0.0237,0.142,0
2018-07-09T13:11:49Z,0.385,26.5461,1.5649,1.1856,35.061648,33.997,7.9273,98.4,8.234,172.125,929.09,0.0237,0.13,0
2018-07-09T13:11:49Z,0.428,26.5326,1.5245,1.1051,34.98822,33.943,7.8549,97.478,8.236,173.5257,793.26,0.0236,0.128,0
2018-07-09T13:11:49Z,0.46,26.5044,1.5932,1.1185,35.067908,33.997,7.7855,96.632,8.224,173.6393,913.08,0.0237,0.128,0
2018-07-09T13:11:49Z,0.476,26.4674,1.5568,1.0245,35.22939,34.194,7.7177,95.806,8.227,175.3428,539.17,0.0237,0.125,0
2018-07-09T13:11:49Z,0.479,26.4327,1.5447,1.0782,35.261774,34.215,7.6548,95.029,8.236,175.4564,566.14,0.0237,0.114,0
2018-07-09T13:11:49Z,0.477,26.413,1.573,1.0111,35.23522,34.238,7.6165,94.54,8.238,176.63,452.57,0.0237,0.1,0
2018-07-09T13:11:49Z,0.476,26.4042,1.5649,1.0379,35.203139,34.208,7.6005,94.33,8.239,177.7278,501.56,0.0237,0.082,0
2018-07-09T13:11:49Z,0.478,26.3984,1.569,1.1588,35.153429,34.193,7.5932,94.248,8.241,178.1821,768.47,0.0237,0.058,0
2018-07-09T13:11:49Z,0.481,26.3958,1.5609,1.1722,35.059838,34.091,7.5878,94.202,8.241,178.8257,542.99,0.0237,0.037,0
2018-07-09T13:11:49Z,0.484,26.3934,1.5407,1.0379,34.99339,34.04,7.5766,94.095,8.243,179.6207,505.1,0.0236,0.019,0
2018-07-09T13:11:49Z,0.47,26.3825,1.5649,1.1319,34.939556,33.987,7.6021,94.445,8.24,179.5071,584.42,0.0236,0.004,0
2018-07-09T13:11:49Z,0.45,26.3714,1.6296,1.0782,35.06752,34.098,7.6443,94.999,8.239,179.7721,594.81,0.0237,-0.007,0
2018-07-09T13:11:49Z,0.475,26.3786,1.6256,1.0648,35.160368,34.24,7.7014,95.727,8.235,181.2864,681.3,0.0237,-0.007,0
2018-07-09T13:11:49Z,0.49,26.3884,1.6256,1.0379,34.972298,34.004,7.7429,96.232,8.23,181.3621,546.07,0.0236,-0.001,0
2018-07-09T13:11:49Z,0.479,26.3897,1.6134,1.0379,34.916035,33.998,7.7548,96.361,8.229,181.5893,568.69,0.0236,0,0
2018-07-09T13:11:49Z,0.457,26.3819,1.662,1.0648,34.963473,33.993,7.7525,96.328,8.234,181.7407,584.28,0.0236,-0.004,0
2018-07-09T13:11:49Z,0.443,26.3753,1.6256,1.0916,35.091199,34.154,7.7361,96.114,8.239,182.1571,556.69,0.0237,-0.011,0
2018-07-09T13:11:49Z,0.438,26.3806,1.6054,0.9574,35.172277,34.214,7.7266,95.966,8.242,182.8764,813.59,0.0237,-0.016,0
2018-07-09T13:11:49Z,0.444,26.3932,1.6175,1.0648,35.307429,34.355,7.7102,95.734,8.246,183.52,537.51,0.0238,-0.016,0
2018-07-09T13:11:49Z,0.475,26.4116,1.5932,1.0379,35.456835,34.514,7.7134,95.756,8.246,184.3529,450.88,0.0238,-0.009,0
2018-07-09T13:11:49Z,0.508,26.431,1.6781,1.1319,35.371887,34.397,7.7382,96.019,8.24,185.2993,607.02,0.0238,-0,0
2018-07-09T13:11:49Z,0.538,26.449,1.6822,1.1722,35.353826,34.384,7.7936,96.691,8.242,185.5643,458.53,0.0238,0.021,0
2018-07-09T13:11:49Z,0.573,26.4588,1.6862,1.0514,35.360674,34.372,7.846,97.33,8.24,186.2836,538.38,0.0238,0.051,0
2018-07-09T13:11:49Z,0.616,26.4525,1.666,1.1185,35.422669,34.414,7.8873,97.788,8.238,186.6622,532.34,0.0238,0.084,0
2018-07-09T13:11:49Z,0.675,26.4423,1.755,1.0916,35.45461,34.461,7.9036,97.893,8.229,187.0029,490.26,0.0238,0.117,0
2018-07-09T13:11:49Z,0.723,26.4393,1.7671,1.1588,35.320922,34.303,7.8944,97.704,8.223,187.0029,610.55,0.0238,0.143,0
2018-07-09T13:11:49Z,0.761,26.4337,1.7631,1.0379,35.351787,34.364,7.8553,97.165,8.229,187.6086,492.19,0.0238,0.158,0
2018-07-09T13:11:49Z,0.812,26.4157,1.7267,1.0648,35.416204,34.42,7.7861,96.243,8.24,188.2143,453.45,0.0238,0.168,0
2018-07-09T13:11:49Z,0.882,26.401,1.9774,1.1319,35.418702,34.424,7.7267,95.43,8.257,187.8357,526.32,0.0238,0.183,0
2018-07-09T13:11:49Z,0.95,26.3882,1.9288,1.0514,35.289367,34.327,7.697,95.007,8.288,187.9114,479.76,0.0238,0.199,0
2018-07-09T13:11:49Z,0.975,26.3652,1.9491,1.0514,35.072996,34.093,7.6996,95.005,8.323,187.495,498.63,0.0237,0.204,0
2018-07-09T13:11:49Z,1.003,26.3544,1.9572,1.0916,35.09484,34.155,7.703,95.024,8.353,187.4193,462.24,0.0237,0.198,0
2018-07-09T13:11:49Z,1.043,26.3484,2.0946,1.1051,35.113905,34.172,7.6999,94.958,8.371,187.8357,460.07,0.0237,0.188,0
2018-07-09T13:11:49Z,1.071,26.3167,2.0906,1.0648,35.108591,34.178,7.7074,95.011,8.384,187.8736,460.94,0.0237,0.177,0
2018-07-09T13:11:49Z,1.118,26.2643,2.0866,1.0648,35.249745,34.318,7.7342,95.314,8.388,187.9872,429.9,0.0237,0.169,0
2018-07-09T13:11:49Z,1.174,26.2209,2.1027,1.1185,35.294133,34.393,7.743,95.399,8.393,189.0472,418.16,0.0238,0.161,0
2018-07-09T13:11:49Z,1.218,26.1898,2.2604,1.0379,35.171993,34.293,7.7348,95.278,8.393,189.0472,420.81,0.0237,0.155,0
2018-07-09T13:11:49Z,1.253,26.1513,2.2483,1.0111,35.105198,34.267,7.7161,95.031,8.394,190.0315,424.44,0.0237,0.154,0
2018-07-09T13:11:49Z,1.301,26.1068,2.2604,1.0111,35.16968,34.343,7.698,94.776,8.392,190.8265,386.98,0.0237,0.164,0
2018-07-09T13:11:49Z,1.371,26.0738,2.2685,1.1185,35.15108,34.368,7.6923,94.664,8.392,191.5079,389.61,0.0237,0.177,0
2018-07-09T13:11:49Z,1.425,26.0542,2.2604,1.0648,35.00974,34.235,7.6732,94.373,8.4,191.205,372.3,0.0236,0.188,0
2018-07-09T13:11:49Z,1.461,26.0402,2.4343,1.0245,34.989712,34.256,7.6412,93.903,8.407,191.4322,376.04,0.0236,0.193,0
2018-07-09T13:11:49Z,1.506,26.0239,2.4505,1.0514,34.998077,34.269,7.5961,93.277,8.412,191.735,365.06,0.0236,0.193,0
2018-07-09T13:11:49Z,1.565,26.002,2.495,1.0916,34.99934,34.279,7.5414,92.538,8.413,192.3407,330.96,0.0236,0.194,0
2018-07-09T13:11:49Z,1.637,25.9853,2.4747,1.0514,34.98815,34.29,7.4644,91.539,8.407,192.53,334.83,0.0236,0.204,0
2018-07-09T13:11:49Z,1.69,25.9722,2.7254,1.1319,34.893386,34.195,7.3915,90.563,8.411,192.6057,313.58,0.0236,0.211,0
2018-07-09T13:11:49Z,1.728,25.9608,2.7295,1.0245,34.880028,34.206,7.351,89.872,8.419,193.0979,310.56,0.0236,0.209,0
2018-07-09T13:11:49Z,1.778,25.9509,2.7295,1.0514,34.945469,34.27,7.3711,89.922,8.419,193.0979,304.17,0.0236,0.204,0
2018-07-09T13:11:49Z,1.844,25.9328,2.7214,1.0514,34.989894,34.333,7.4109,90.261,8.433,193.2115,280.55,0.0236,0.209,0
2018-07-09T13:11:49Z,1.911,25.9082,3.0085,1.0648,34.943374,34.284,7.4432,90.545,8.477,193.0979,276.47,0.0236,0.218,0
2018-07-09T13:11:49Z,1.97,25.875,3.0206,1.0916,34.944055,34.296,7.4664,90.716,8.536,192.7193,264.65,0.0236,0.222,0
2018-07-09T13:11:49Z,2.028,25.8313,3.0287,1.0648,34.989057,34.368,7.514,90.868,8.591,189.6529,249.78,0.0236,0.223,0
2018-07-09T13:11:49Z,2.089,25.7886,3.0449,1.1453,34.946696,34.335,7.6076,91.384,8.624,189.35,252.73,0.0236,0.225,0
2018-07-09T13:11:49Z,2.128,25.749,3.7283,1.0648,34.878163,34.31,7.7219,92.046,8.643,189.6529,237.02,0.0236,0.226,0
2018-07-09T13:11:49Z,2.158,25.7169,3.6838,1.0648,34.837113,34.284,7.8303,92.867,8.645,190.5236,236.44,0.0236,0.221,0
2018-07-09T13:11:49Z,2.19,25.6643,3.6757,1.0648,34.819863,34.311,7.9165,93.446,8.642,191.0536,232.06,0.0236,0.206,0
2018-07-09T13:11:49Z,2.237,25.5482,3.704,1.0379,34.840336,34.333,8.0038,93.842,8.636,192.4543,214.82,0.0236,0.189,0
2018-07-09T13:11:49Z,2.299,25.4316,4.4319,1.3468,34.870967,34.422,8.0831,94.227,8.608,194.0822,214.97,0.0236,0.18,0
2018-07-09T13:11:49Z,2.352,25.3381,4.3874,1.3602,34.841087,34.447,8.1375,94.48,8.567,194.0443,205.35,0.0236,0.177,0
2018-07-09T13:11:49Z,2.39,25.28,4.4036,1.2931,34.818259,34.528,8.1737,94.432,8.524,196.77,196.02,0.0236,0.174,0
2018-07-09T13:11:49Z,2.431,25.1994,4.3631,1.2259,34.780804,34.533,8.1984,94.067,8.474,200.5179,195.15,0.0236,0.173,0
2018-07-09T13:11:49Z,2.473,24.9581,4.4036,1.1722,34.769115,34.579,8.1714,93.301,8.433,200.8208,180.24,0.0236,0.177,0
2018-07-09T13:11:49Z,2.533,24.5842,7.2422,1.4408,34.625245,34.485,8.1139,92.344,8.385,202.0322,169.97,0.0235,0.185,0
2018-07-09T13:11:49Z,2.594,24.1842,7.2179,1.5482,34.485401,34.493,8.0592,91.41,8.329,202.7136,168.86,0.0234,0.191,0
2018-07-09T13:11:49Z,2.627,23.9044,7.2179,1.5482,34.587385,34.887,7.9964,90.471,8.283,204.7201,161,0.0235,0.189,0
2018-07-09T13:11:49Z,2.658,23.65,7.226,1.4676,34.587464,35.152,7.9575,89.731,8.249,207.0294,158.32,0.0235,0.181,0
2018-07-09T13:11:49Z,2.7,23.2975,11.2454,1.9913,34.337197,35.118,7.9544,89.4,8.215,207.7486,150.09,0.0234,0.177,0
2018-07-09T13:11:49Z,2.755,22.9922,11.2171,2.0182,34.009302,34.927,7.985,89.379,8.174,208.2787,139.96,0.0233,0.179,0
2018-07-09T13:11:49Z,2.809,22.779,11.2292,1.8839,33.809427,35.013,8.0639,89.888,8.127,210.2094,135.82,0.0232,0.18,0
2018-07-09T13:11:49Z,2.854,22.5148,11.213,1.9913,33.637111,35.031,8.1814,90.67,8.089,210.6637,128.74,0.0231,0.179,0
2018-07-09T13:11:49Z,2.898,22.1641,9.2276,1.481,33.482503,35.04,8.3607,91.78,8.05,211.6479,124.5,0.0231,0.177,0
2018-07-09T13:11:49Z,2.941,21.9088,9.2357,1.575,33.468158,35.202,8.5314,92.791,8.01,212.2158,120.13,0.0231,0.177,0
2018-07-09T13:11:49Z,2.975,21.7352,9.2478,1.5079,33.447507,35.471,8.6968,93.792,7.978,213.3894,117.3,0.0231,0.179,0
2018-07-09T13:11:49Z,3.007,21.5676,9.2398,1.4945,33.41938,35.603,8.8258,94.547,7.952,214.3358,114.37,0.023,0.175,0
2018-07-09T13:11:49Z,3.036,21.4287,8.2814,1.2393,33.44397,35.791,8.9426,95.138,7.926,214.9794,110.8,0.0231,0.165,0
2018-07-09T13:11:49Z,3.064,21.266,8.3097,1.2931,33.416995,35.866,9.0442,95.582,7.903,215.1308,107.68,0.023,0.151,0
2018-07-09T13:11:49Z,3.099,21.0894,8.3138,1.2393,33.304752,35.875,9.0792,95.744,7.878,215.2822,103.55,0.023,0.139,0
2018-07-09T13:11:49Z,3.134,20.8854,8.2935,1.3333,33.168558,35.827,9.087,95.728,7.856,215.3958,100.29,0.0229,0.133,0
2018-07-09T13:11:49Z,3.184,20.6736,7.408,1.2931,33.082431,35.898,9.1004,95.561,7.829,216.9101,93.095,0.0229,0.132,0
2018-07-09T13:11:49Z,3.244,20.3702,7.4039,1.2393,33.056164,36,9.1509,95.69,7.802,217.8944,88.796,0.0229,0.141,0
2018-07-09T13:11:49Z,3.289,19.9036,7.4242,1.3065,33.082721,36.228,9.2024,95.809,7.775,219.598,85.676,0.0229,0.153,0
2018-07-09T13:11:49Z,3.337,19.4317,7.4201,1.2528,33.168105,36.525,9.249,95.633,7.752,220.393,81.019,0.023,0.165,0
2018-07-09T13:11:49Z,3.387,19.018,7.4201,1.2931,33.187288,36.978,9.2607,95.066,7.727,221.5287,78.308,0.023,0.177,0
2018-07-09T13:11:49Z,3.441,18.6819,6.1545,1.2528,33.118354,37.238,9.2711,94.795,7.701,223.0808,74.817,0.023,0.188,0
2018-07-09T13:11:49Z,3.496,18.3405,6.1504,1.3333,33.194792,37.721,9.3145,94.809,7.675,222.9673,72.896,0.023,0.197,0
2018-07-09T13:11:49Z,3.525,18.0253,6.1747,1.3333,33.359245,38.167,9.4445,95.553,7.65,222.3615,72.758,0.0231,0.196,0
2018-07-09T13:11:49Z,3.539,17.9114,6.1747,1.2931,33.447649,38.595,9.6305,96.823,7.635,223.0051,71.479,0.0232,0.182,0
2018-07-09T13:11:49Z,3.563,17.8606,4.3267,1.0514,33.529756,38.952,9.8665,98.462,7.622,222.9673,69.703,0.0232,0.164,0
2018-07-09T13:11:49Z,3.603,17.7052,4.3429,0.9976,33.553745,39.113,10.0715,99.817,7.603,222.9294,67.449,0.0233,0.152,0
2018-07-09T13:11:49Z,3.662,17.5057,4.3389,0.9574,33.477173,39.028,10.2322,100.884,7.579,223.573,64.651,0.0232,0.146,0
2018-07-09T13:11:49Z,3.723,17.2896,4.3591,1.1319,33.506467,39.236,10.3521,101.585,7.547,224.5194,62.471,0.0232,0.148,0
2018-07-09T13:11:49Z,3.776,16.96,3.8091,1.0111,33.576666,39.489,10.432,101.869,7.52,224.7087,60.608,0.0233,0.154,0
2018-07-09T13:11:49Z,3.833,16.6238,3.7768,0.9976,33.567835,39.686,10.4842,102.023,7.492,225.6173,58.263,0.0233,0.168,0
2018-07-09T13:11:49Z,3.901,16.4257,3.8213,1.1051,33.636189,40.066,10.5057,102.008,7.462,225.9201,55.925,0.0233,0.192,0
2018-07-09T13:11:49Z,3.957,16.213,3.8213,1.0916,33.788299,40.599,10.4632,101.599,7.432,226.7151,54.612,0.0234,0.213,0
2018-07-09T13:11:49Z,4.001,15.9308,3.7808,1.1319,33.882828,40.885,10.396,100.896,7.407,229.8194,53.219,0.0235,0.222,0
2018-07-09T13:11:49Z,4.059,15.6303,3.7525,1.0245,33.933842,41.166,10.3189,99.86,7.375,230.0466,50.871,0.0235,0.224,0
2018-07-09T13:11:49Z,4.144,15.288,3.7485,1.0111,34.051137,41.589,10.1237,97.661,7.337,232.0909,48.749,0.0236,0.23,0
2018-07-09T13:11:49Z,4.204,14.9672,3.7525,1.0782,34.211485,42.099,9.3855,89.952,7.306,231.8259,47.721,0.0237,0.234,0
2018-07-09T13:11:49Z,4.24,14.7277,3.6231,1.5885,34.446193,42.738,8.568,80.818,7.283,232.6966,46.713,0.0239,0.233,0
