
Advanced Calibration Data,,Cal Date,m2,m1,m0,b3,b2,b1,b0
,Block 0,unknown, 0,-6.29999994998798E-05, 1.00067901611328, 0, 8.999999408843E-06, 4.54999972134829E-04, .153439998626709
,Block 1,unknown, 0, 0, 0, 0, 0, 0, 100


Field Calibration Data,,m,b, Cal Date
,Pressure, 1, 0,unknown
,Temperature, 1, 0,unknown
SensorSN,21309003
Sensor Type,PT2X
Sensor Name,INW Smart Sensor
Session Name,FCR_inf_110617
# Records, 3360
Sensor File,12/11/2017 2:52:03 PM ,FCR_inf_121117.a4d

Barometric File,12/11/2017 2:29:42 PM ,FCR_BV_121117.a4d
Barometric Factory Calibration Data,,m3,m2,m1,m0,b3,b2,b1,b0
,Block 0, 38353, 4.00000044464832E-06,-2.43999995291233E-04, 1.00351190567017, 0,-7.1999995270744E-05, 4.13400027900934E-03, 3.70159968733788E-02
,Block 1, 38353, 0, 0, 0, 0, 0, 0, 100

Barometric Field Calibration Data,,m,b
,Pressure, 1, 0
,Temperature, 1, 0

SensorSN,21204020
Sensor Type,PT2X
Sensor Name,Barometric Pressure (2)
Session Name,FCR_BV_110617
# Records, n/a

Statistical Data,,Pressure(in H2O),Temperature(degC),
,Sensor Range,30 psia,,
,Minimum,1.92,-3.75,
,Maximum,9.78,19.38,
,Mean,8.10,5.95,
,Variance,6.937,6.059,
,Std Deviation,2.634,2.461,
Rec #,Date/Time,Pressure(in H2O),Temperature(degC),SensorPressure(in H2O),Barometric Date/Time
835,15-Nov-17 07:30:00,9.53,6.25,396.47,15-Nov-17 07:30:00
836,15-Nov-17 07:45:00,9.52,6.25,396.47,15-Nov-17 07:45:00
837,15-Nov-17 08:00:00,9.53,6.25,396.44,15-Nov-17 08:00:00
838,15-Nov-17 08:15:00,9.57,6.31,396.38,15-Nov-17 08:15:00
839,15-Nov-17 08:30:00,9.53,6.31,396.44,15-Nov-17 08:30:00
840,15-Nov-17 08:45:00,9.52,6.38,396.35,15-Nov-17 08:45:00
841,15-Nov-17 09:00:00,9.52,6.38,396.46,15-Nov-17 09:00:00
842,15-Nov-17 09:15:00,9.51,6.44,396.44,15-Nov-17 09:15:00
843,15-Nov-17 09:30:00,9.56,6.50,396.46,15-Nov-17 09:30:00
844,15-Nov-17 09:45:00,9.52,6.56,396.44,15-Nov-17 09:45:00
845,15-Nov-17 10:00:00,9.46,6.69,396.38,15-Nov-17 10:00:00
846,15-Nov-17 10:15:00,9.48,6.75,396.32,15-Nov-17 10:15:00
847,15-Nov-17 10:30:00,9.43,6.88,396.24,15-Nov-17 10:30:00
848,15-Nov-17 10:45:00,9.50,6.94,396.32,15-Nov-17 10:45:00
849,15-Nov-17 11:00:00,9.49,7.06,396.29,15-Nov-17 11:00:00
850,15-Nov-17 11:15:00,9.51,7.13,396.21,15-Nov-17 11:15:00
851,15-Nov-17 11:30:00,9.51,7.13,396.04,15-Nov-17 11:30:00
852,15-Nov-17 11:45:00,9.51,7.19,395.87,15-Nov-17 11:45:00
853,15-Nov-17 12:00:00,9.51,7.25,395.70,15-Nov-17 12:00:00
854,15-Nov-17 12:15:00,9.50,7.38,395.53,15-Nov-17 12:15:00
855,15-Nov-17 12:30:00,9.44,7.50,395.39,15-Nov-17 12:30:00
856,15-Nov-17 12:45:00,9.51,7.63,395.42,15-Nov-17 12:45:00
857,15-Nov-17 13:00:00,9.49,7.75,395.39,15-Nov-17 13:00:00
858,15-Nov-17 13:15:00,9.47,7.88,395.25,15-Nov-17 13:15:00
859,15-Nov-17 13:30:00,9.48,7.94,395.14,15-Nov-17 13:30:00
860,15-Nov-17 13:45:00,9.53,8.00,395.05,15-Nov-17 13:45:00
861,15-Nov-17 14:00:00,9.50,8.06,394.94,15-Nov-17 14:00:00
862,15-Nov-17 14:15:00,9.52,8.13,394.83,15-Nov-17 14:15:00
863,15-Nov-17 14:30:00,9.51,8.13,394.83,15-Nov-17 14:30:00
864,15-Nov-17 14:45:00,9.53,8.13,394.75,15-Nov-17 14:45:00
865,15-Nov-17 15:00:00,9.53,8.13,394.66,15-Nov-17 15:00:00
866,15-Nov-17 15:15:00,9.52,8.06,394.58,15-Nov-17 15:15:00
867,15-Nov-17 15:30:00,9.51,8.00,394.55,15-Nov-17 15:30:00
868,15-Nov-17 15:45:00,9.52,8.00,394.61,15-Nov-17 15:45:00
869,15-Nov-17 16:00:00,9.54,7.94,394.64,15-Nov-17 16:00:00
870,15-Nov-17 16:15:00,9.50,7.88,394.69,15-Nov-17 16:15:00
871,15-Nov-17 16:30:00,9.55,7.75,394.66,15-Nov-17 16:30:00
872,15-Nov-17 16:45:00,9.55,7.69,394.78,15-Nov-17 16:45:00
873,15-Nov-17 17:00:00,9.53,7.69,394.75,15-Nov-17 17:00:00
874,15-Nov-17 17:15:00,9.56,7.56,394.69,15-Nov-17 17:15:00
875,15-Nov-17 17:30:00,9.55,7.50,394.67,15-Nov-17 17:30:00
876,15-Nov-17 17:45:00,9.55,7.38,394.64,15-Nov-17 17:45:00
877,15-Nov-17 18:00:00,9.51,7.31,394.58,15-Nov-17 18:00:00
878,15-Nov-17 18:15:00,9.53,7.19,394.78,15-Nov-17 18:15:00
879,15-Nov-17 18:30:00,9.52,7.19,394.64,15-Nov-17 18:30:00
880,15-Nov-17 18:45:00,9.53,7.13,394.70,15-Nov-17 18:45:00
881,15-Nov-17 19:00:00,9.54,7.06,394.64,15-Nov-17 19:00:00
882,15-Nov-17 19:15:00,9.48,7.00,394.50,15-Nov-17 19:15:00
883,15-Nov-17 19:30:00,9.51,7.00,394.56,15-Nov-17 19:30:00
884,15-Nov-17 19:45:00,9.52,6.94,394.36,15-Nov-17 19:45:00
885,15-Nov-17 20:00:00,9.53,6.88,394.28,15-Nov-17 20:00:00
886,15-Nov-17 20:15:00,9.47,6.88,394.22,15-Nov-17 20:15:00
887,15-Nov-17 20:30:00,9.56,6.88,394.14,15-Nov-17 20:30:00
888,15-Nov-17 20:45:00,9.52,6.81,394.17,15-Nov-17 20:45:00
889,15-Nov-17 21:00:00,9.48,6.81,394.34,15-Nov-17 21:00:00
890,15-Nov-17 21:15:00,9.52,6.88,394.28,15-Nov-17 21:15:00
891,15-Nov-17 21:30:00,9.50,6.88,394.17,15-Nov-17 21:30:00
892,15-Nov-17 21:45:00,9.52,6.88,394.25,15-Nov-17 21:45:00
893,15-Nov-17 22:00:00,9.54,6.88,394.22,15-Nov-17 22:00:00
894,15-Nov-17 22:15:00,9.52,6.88,394.20,15-Nov-17 22:15:00
895,15-Nov-17 22:30:00,9.52,6.94,394.11,15-Nov-17 22:30:00
896,15-Nov-17 22:45:00,9.55,6.94,394.14,15-Nov-17 22:45:00
897,15-Nov-17 23:00:00,9.53,6.94,394.03,15-Nov-17 23:00:00
898,15-Nov-17 23:15:00,9.52,6.94,393.94,15-Nov-17 23:15:00
899,15-Nov-17 23:30:00,9.52,6.94,393.92,15-Nov-17 23:30:00
900,15-Nov-17 23:45:00,9.55,6.94,393.94,15-Nov-17 23:45:00
901,16-Nov-17 00:00:00,9.56,6.94,393.86,16-Nov-17 00:00:00
902,16-Nov-17 00:15:00,9.54,6.88,393.81,16-Nov-17 00:15:00
903,16-Nov-17 00:30:00,9.53,6.88,393.81,16-Nov-17 00:30:00
904,16-Nov-17 00:45:00,9.53,6.88,393.72,16-Nov-17 00:45:00
905,16-Nov-17 01:00:00,9.54,6.88,393.67,16-Nov-17 01:00:00
906,16-Nov-17 01:15:00,9.54,6.88,393.58,16-Nov-17 01:15:00
907,16-Nov-17 01:30:00,9.54,6.88,393.53,16-Nov-17 01:30:00
908,16-Nov-17 01:45:00,9.55,6.88,393.55,16-Nov-17 01:45:00
909,16-Nov-17 02:00:00,9.52,6.88,393.53,16-Nov-17 02:00:00
910,16-Nov-17 02:15:00,9.55,6.88,393.55,16-Nov-17 02:15:00
911,16-Nov-17 02:30:00,9.56,6.88,393.53,16-Nov-17 02:30:00
912,16-Nov-17 02:45:00,9.55,6.94,393.50,16-Nov-17 02:45:00
913,16-Nov-17 03:00:00,9.61,6.94,393.50,16-Nov-17 03:00:00
914,16-Nov-17 03:15:00,9.57,7.00,393.44,16-Nov-17 03:15:00
915,16-Nov-17 03:30:00,9.56,7.00,393.39,16-Nov-17 03:30:00
916,16-Nov-17 03:45:00,9.56,7.00,393.33,16-Nov-17 03:45:00
917,16-Nov-17 04:00:00,9.55,7.00,393.27,16-Nov-17 04:00:00
918,16-Nov-17 04:15:00,9.54,7.00,393.25,16-Nov-17 04:15:00
919,16-Nov-17 04:30:00,9.55,6.94,393.19,16-Nov-17 04:30:00
920,16-Nov-17 04:45:00,9.58,6.94,393.19,16-Nov-17 04:45:00
921,16-Nov-17 05:00:00,9.50,6.94,393.19,16-Nov-17 05:00:00
922,16-Nov-17 05:15:00,9.54,7.00,393.11,16-Nov-17 05:15:00
923,16-Nov-17 05:30:00,9.56,7.06,393.16,16-Nov-17 05:30:00
924,16-Nov-17 05:45:00,9.54,7.06,393.13,16-Nov-17 05:45:00
925,16-Nov-17 06:00:00,9.54,7.06,393.13,16-Nov-17 06:00:00
926,16-Nov-17 06:15:00,9.50,7.06,393.13,16-Nov-17 06:15:00
927,16-Nov-17 06:30:00,9.50,7.06,393.11,16-Nov-17 06:30:00
928,16-Nov-17 06:45:00,9.51,7.06,393.08,16-Nov-17 06:45:00
929,16-Nov-17 07:00:00,9.49,7.00,393.11,16-Nov-17 07:00:00
930,16-Nov-17 07:15:00,9.50,7.00,393.13,16-Nov-17 07:15:00
931,16-Nov-17 07:30:00,9.47,7.00,393.27,16-Nov-17 07:30:00
932,16-Nov-17 07:45:00,9.44,6.94,393.33,16-Nov-17 07:45:00
933,16-Nov-17 08:00:00,9.55,6.94,393.39,16-Nov-17 08:00:00
934,16-Nov-17 08:15:00,9.48,6.94,393.39,16-Nov-17 08:15:00
935,16-Nov-17 08:30:00,9.53,6.94,393.47,16-Nov-17 08:30:00
936,16-Nov-17 08:45:00,9.51,6.94,393.50,16-Nov-17 08:45:00
937,16-Nov-17 09:00:00,9.47,6.94,393.47,16-Nov-17 09:00:00
938,16-Nov-17 09:15:00,9.56,7.00,393.55,16-Nov-17 09:15:00
939,16-Nov-17 09:30:00,9.47,7.06,393.47,16-Nov-17 09:30:00
940,16-Nov-17 09:45:00,9.63,7.06,393.64,16-Nov-17 09:45:00
941,16-Nov-17 10:00:00,9.49,7.13,393.55,16-Nov-17 10:00:00
942,16-Nov-17 10:15:00,9.46,7.13,393.55,16-Nov-17 10:15:00
943,16-Nov-17 10:30:00,9.62,7.19,393.61,16-Nov-17 10:30:00
944,16-Nov-17 10:45:00,9.45,7.31,393.41,16-Nov-17 10:45:00
945,16-Nov-17 11:00:00,9.56,7.44,393.49,16-Nov-17 11:00:00
946,16-Nov-17 11:15:00,9.59,7.63,393.49,16-Nov-17 11:15:00
947,16-Nov-17 11:30:00,9.52,7.69,393.38,16-Nov-17 11:30:00
948,16-Nov-17 11:45:00,9.49,7.75,393.24,16-Nov-17 11:45:00
949,16-Nov-17 12:00:00,9.55,7.88,393.18,16-Nov-17 12:00:00
950,16-Nov-17 12:15:00,9.47,8.06,393.04,16-Nov-17 12:15:00
951,16-Nov-17 12:30:00,9.55,8.19,393.01,16-Nov-17 12:30:00
952,16-Nov-17 12:45:00,9.45,8.38,392.98,16-Nov-17 12:45:00
953,16-Nov-17 13:00:00,9.41,8.50,392.95,16-Nov-17 13:00:00
954,16-Nov-17 13:15:00,9.49,8.69,392.95,16-Nov-17 13:15:00
955,16-Nov-17 13:30:00,9.58,8.75,393.09,16-Nov-17 13:30:00
956,16-Nov-17 13:45:00,9.53,8.88,393.01,16-Nov-17 13:45:00
957,16-Nov-17 14:00:00,9.56,8.94,393.06,16-Nov-17 14:00:00
958,16-Nov-17 14:15:00,9.50,9.00,392.98,16-Nov-17 14:15:00
959,16-Nov-17 14:30:00,9.47,9.06,393.01,16-Nov-17 14:30:00
960,16-Nov-17 14:45:00,9.50,9.06,393.03,16-Nov-17 14:45:00
961,16-Nov-17 15:00:00,9.50,9.06,393.03,16-Nov-17 15:00:00
962,16-Nov-17 15:15:00,9.46,9.00,393.06,16-Nov-17 15:15:00
963,16-Nov-17 15:30:00,9.47,9.00,393.12,16-Nov-17 15:30:00
964,16-Nov-17 15:45:00,9.46,8.94,393.20,16-Nov-17 15:45:00
965,16-Nov-17 16:00:00,9.38,8.94,393.26,16-Nov-17 16:00:00
966,16-Nov-17 16:15:00,9.44,8.81,393.40,16-Nov-17 16:15:00
967,16-Nov-17 16:30:00,9.43,8.75,393.46,16-Nov-17 16:30:00
968,16-Nov-17 16:45:00,9.41,8.69,393.48,16-Nov-17 16:45:00
969,16-Nov-17 17:00:00,9.43,8.56,393.62,16-Nov-17 17:00:00
970,16-Nov-17 17:15:00,9.42,8.44,393.74,16-Nov-17 17:15:00
971,16-Nov-17 17:30:00,9.47,8.38,393.88,16-Nov-17 17:30:00
972,16-Nov-17 17:45:00,9.42,8.25,393.96,16-Nov-17 17:45:00
973,16-Nov-17 18:00:00,9.47,8.19,394.07,16-Nov-17 18:00:00
974,16-Nov-17 18:15:00,9.43,8.13,394.10,16-Nov-17 18:15:00
975,16-Nov-17 18:30:00,9.42,8.06,394.08,16-Nov-17 18:30:00
976,16-Nov-17 18:45:00,9.43,8.00,394.13,16-Nov-17 18:45:00
977,16-Nov-17 19:00:00,9.38,7.88,394.16,16-Nov-17 19:00:00
978,16-Nov-17 19:15:00,9.43,7.88,394.24,16-Nov-17 19:15:00
979,16-Nov-17 19:30:00,9.41,7.75,394.33,16-Nov-17 19:30:00
980,16-Nov-17 19:45:00,9.46,7.75,394.41,16-Nov-17 19:45:00
981,16-Nov-17 20:00:00,9.42,7.69,394.44,16-Nov-17 20:00:00
982,16-Nov-17 20:15:00,9.44,7.63,394.47,16-Nov-17 20:15:00
983,16-Nov-17 20:30:00,9.43,7.56,394.53,16-Nov-17 20:30:00
984,16-Nov-17 20:45:00,9.49,7.50,394.67,16-Nov-17 20:45:00
985,16-Nov-17 21:00:00,9.47,7.44,394.72,16-Nov-17 21:00:00
986,16-Nov-17 21:15:00,9.43,7.31,394.78,16-Nov-17 21:15:00
987,16-Nov-17 21:30:00,9.43,7.25,394.81,16-Nov-17 21:30:00
988,16-Nov-17 21:45:00,9.42,7.19,394.89,16-Nov-17 21:45:00
989,16-Nov-17 22:00:00,9.43,7.13,395.03,16-Nov-17 22:00:00
990,16-Nov-17 22:15:00,9.41,7.06,395.09,16-Nov-17 22:15:00
991,16-Nov-17 22:30:00,9.43,7.00,395.17,16-Nov-17 22:30:00
992,16-Nov-17 22:45:00,9.46,6.94,395.20,16-Nov-17 22:45:00
993,16-Nov-17 23:00:00,9.46,6.88,395.26,16-Nov-17 23:00:00
994,16-Nov-17 23:15:00,9.41,6.88,395.29,16-Nov-17 23:15:00
995,16-Nov-17 23:30:00,9.40,6.81,395.45,16-Nov-17 23:30:00
996,16-Nov-17 23:45:00,9.46,6.75,395.51,16-Nov-17 23:45:00
997,17-Nov-17 00:00:00,9.51,6.69,395.46,17-Nov-17 00:00:00
998,17-Nov-17 00:15:00,9.50,6.63,395.51,17-Nov-17 00:15:00
999,17-Nov-17 00:30:00,9.44,6.56,395.57,17-Nov-17 00:30:00
1000,17-Nov-17 00:45:00,9.52,6.50,395.65,17-Nov-17 00:45:00
1001,17-Nov-17 01:00:00,9.57,6.44,395.68,17-Nov-17 01:00:00
1002,17-Nov-17 01:15:00,9.58,6.44,395.63,17-Nov-17 01:15:00
1003,17-Nov-17 01:30:00,9.60,6.38,395.51,17-Nov-17 01:30:00
1004,17-Nov-17 01:45:00,9.64,6.31,395.54,17-Nov-17 01:45:00
1005,17-Nov-17 02:00:00,9.66,6.19,395.60,17-Nov-17 02:00:00
1006,17-Nov-17 02:15:00,9.61,6.13,395.60,17-Nov-17 02:15:00
1007,17-Nov-17 02:30:00,9.56,6.06,395.57,17-Nov-17 02:30:00
1008,17-Nov-17 02:45:00,9.60,6.00,395.66,17-Nov-17 02:45:00
1009,17-Nov-17 03:00:00,9.52,5.94,395.69,17-Nov-17 03:00:00
1010,17-Nov-17 03:15:00,9.54,5.81,395.63,17-Nov-17 03:15:00
1011,17-Nov-17 03:30:00,9.53,5.81,395.74,17-Nov-17 03:30:00
1012,17-Nov-17 03:45:00,9.52,5.81,395.69,17-Nov-17 03:45:00
1013,17-Nov-17 04:00:00,9.46,5.75,395.69,17-Nov-17 04:00:00
1014,17-Nov-17 04:15:00,9.54,5.69,395.74,17-Nov-17 04:15:00
1015,17-Nov-17 04:30:00,9.52,5.63,395.69,17-Nov-17 04:30:00
1016,17-Nov-17 04:45:00,9.51,5.56,395.80,17-Nov-17 04:45:00
1017,17-Nov-17 05:00:00,9.50,5.50,395.80,17-Nov-17 05:00:00
1018,17-Nov-17 05:15:00,9.46,5.44,395.77,17-Nov-17 05:15:00
1019,17-Nov-17 05:30:00,9.44,5.44,395.83,17-Nov-17 05:30:00
1020,17-Nov-17 05:45:00,9.45,5.38,395.89,17-Nov-17 05:45:00
1021,17-Nov-17 06:00:00,9.50,5.38,395.97,17-Nov-17 06:00:00
1022,17-Nov-17 06:15:00,9.42,5.31,395.89,17-Nov-17 06:15:00
1023,17-Nov-17 06:30:00,9.43,5.19,395.94,17-Nov-17 06:30:00
1024,17-Nov-17 06:45:00,9.49,5.19,396.08,17-Nov-17 06:45:00
1025,17-Nov-17 07:00:00,9.43,5.13,396.14,17-Nov-17 07:00:00
1026,17-Nov-17 07:15:00,9.44,5.06,396.25,17-Nov-17 07:15:00
1027,17-Nov-17 07:30:00,9.46,5.06,396.31,17-Nov-17 07:30:00
1028,17-Nov-17 07:45:00,9.46,5.00,396.25,17-Nov-17 07:45:00
1029,17-Nov-17 08:00:00,9.43,5.00,396.37,17-Nov-17 08:00:00
1030,17-Nov-17 08:15:00,9.52,5.00,396.39,17-Nov-17 08:15:00
1031,17-Nov-17 08:30:00,9.49,4.94,396.42,17-Nov-17 08:30:00
1032,17-Nov-17 08:45:00,9.44,4.94,396.37,17-Nov-17 08:45:00
1033,17-Nov-17 09:00:00,9.47,4.94,396.45,17-Nov-17 09:00:00
1034,17-Nov-17 09:15:00,9.43,5.00,396.39,17-Nov-17 09:15:00
1035,17-Nov-17 09:30:00,9.44,5.00,396.34,17-Nov-17 09:30:00
1036,17-Nov-17 09:45:00,9.39,5.06,396.31,17-Nov-17 09:45:00
1037,17-Nov-17 10:00:00,9.36,5.06,396.31,17-Nov-17 10:00:00
1038,17-Nov-17 10:15:00,9.40,5.19,396.28,17-Nov-17 10:15:00
1039,17-Nov-17 10:30:00,9.39,5.31,396.28,17-Nov-17 10:30:00
1040,17-Nov-17 10:45:00,9.36,5.44,396.25,17-Nov-17 10:45:00
1041,17-Nov-17 11:00:00,9.37,5.63,396.25,17-Nov-17 11:00:00
1042,17-Nov-17 11:15:00,9.37,5.81,396.22,17-Nov-17 11:15:00
1043,17-Nov-17 11:30:00,9.39,6.00,396.16,17-Nov-17 11:30:00
1044,17-Nov-17 11:45:00,9.37,6.19,396.08,17-Nov-17 11:45:00
1045,17-Nov-17 12:00:00,9.41,6.31,396.02,17-Nov-17 12:00:00
1046,17-Nov-17 12:15:00,9.38,6.50,395.88,17-Nov-17 12:15:00
1047,17-Nov-17 12:30:00,9.38,6.69,395.82,17-Nov-17 12:30:00
1048,17-Nov-17 12:45:00,9.41,6.81,395.76,17-Nov-17 12:45:00
1049,17-Nov-17 13:00:00,9.42,6.94,395.73,17-Nov-17 13:00:00
1050,17-Nov-17 13:15:00,9.38,7.06,395.62,17-Nov-17 13:15:00
1051,17-Nov-17 13:30:00,9.38,7.19,395.54,17-Nov-17 13:30:00
1052,17-Nov-17 13:45:00,9.37,7.38,395.37,17-Nov-17 13:45:00
1053,17-Nov-17 14:00:00,9.42,7.44,395.37,17-Nov-17 14:00:00
1054,17-Nov-17 14:15:00,9.37,7.56,395.31,17-Nov-17 14:15:00
1055,17-Nov-17 14:30:00,9.40,7.63,395.25,17-Nov-17 14:30:00
1056,17-Nov-17 14:45:00,9.41,7.69,395.31,17-Nov-17 14:45:00
1057,17-Nov-17 15:00:00,9.40,7.63,395.28,17-Nov-17 15:00:00
1058,17-Nov-17 15:15:00,9.39,7.63,395.28,17-Nov-17 15:15:00
1059,17-Nov-17 15:30:00,9.44,7.63,395.34,17-Nov-17 15:30:00
1060,17-Nov-17 15:45:00,9.40,7.56,395.31,17-Nov-17 15:45:00
1061,17-Nov-17 16:00:00,9.44,7.56,395.31,17-Nov-17 16:00:00
1062,17-Nov-17 16:15:00,9.46,7.56,395.23,17-Nov-17 16:15:00
1063,17-Nov-17 16:30:00,9.44,7.50,395.20,17-Nov-17 16:30:00
1064,17-Nov-17 16:45:00,9.43,7.38,395.25,17-Nov-17 16:45:00
1065,17-Nov-17 17:00:00,9.47,7.31,395.23,17-Nov-17 17:00:00
1066,17-Nov-17 17:15:00,9.45,7.19,395.20,17-Nov-17 17:15:00
1067,17-Nov-17 17:30:00,9.46,7.06,395.15,17-Nov-17 17:30:00
1068,17-Nov-17 17:45:00,9.46,7.00,395.09,17-Nov-17 17:45:00
1069,17-Nov-17 18:00:00,9.47,6.88,395.06,17-Nov-17 18:00:00
1070,17-Nov-17 18:15:00,9.48,6.81,395.04,17-Nov-17 18:15:00
1071,17-Nov-17 18:30:00,9.46,6.69,394.98,17-Nov-17 18:30:00
1072,17-Nov-17 18:45:00,9.46,6.63,394.95,17-Nov-17 18:45:00
1073,17-Nov-17 19:00:00,9.44,6.56,394.87,17-Nov-17 19:00:00
1074,17-Nov-17 19:15:00,9.46,6.50,394.98,17-Nov-17 19:15:00
1075,17-Nov-17 19:30:00,9.46,6.50,394.98,17-Nov-17 19:30:00
1076,17-Nov-17 19:45:00,9.44,6.44,394.98,17-Nov-17 19:45:00
1077,17-Nov-17 20:00:00,9.45,6.38,395.04,17-Nov-17 20:00:00
1078,17-Nov-17 20:15:00,9.44,6.31,394.98,17-Nov-17 20:15:00
1079,17-Nov-17 20:30:00,9.48,6.25,394.98,17-Nov-17 20:30:00
1080,17-Nov-17 20:45:00,9.47,6.25,394.98,17-Nov-17 20:45:00
1081,17-Nov-17 21:00:00,9.48,6.19,395.10,17-Nov-17 21:00:00
1082,17-Nov-17 21:15:00,9.46,6.19,395.01,17-Nov-17 21:15:00
1083,17-Nov-17 21:30:00,9.45,6.13,394.96,17-Nov-17 21:30:00
1084,17-Nov-17 21:45:00,9.44,6.06,395.01,17-Nov-17 21:45:00
1085,17-Nov-17 22:00:00,9.47,6.00,395.02,17-Nov-17 22:00:00
1086,17-Nov-17 22:15:00,9.47,6.00,394.99,17-Nov-17 22:15:00
1087,17-Nov-17 22:30:00,9.46,5.94,394.88,17-Nov-17 22:30:00
1088,17-Nov-17 22:45:00,9.46,5.94,394.76,17-Nov-17 22:45:00
1089,17-Nov-17 23:00:00,9.46,5.88,394.71,17-Nov-17 23:00:00
1090,17-Nov-17 23:15:00,9.47,5.88,394.76,17-Nov-17 23:15:00
1091,17-Nov-17 23:30:00,9.51,5.81,394.65,17-Nov-17 23:30:00
1092,17-Nov-17 23:45:00,9.45,5.81,394.57,17-Nov-17 23:45:00
1093,18-Nov-17 00:00:00,9.49,5.81,394.43,18-Nov-17 00:00:00
1094,18-Nov-17 00:15:00,9.47,5.75,394.37,18-Nov-17 00:15:00
1095,18-Nov-17 00:30:00,9.46,5.75,394.35,18-Nov-17 00:30:00
1096,18-Nov-17 00:45:00,9.47,5.75,394.35,18-Nov-17 00:45:00
1097,18-Nov-17 01:00:00,9.44,5.75,394.18,18-Nov-17 01:00:00
1098,18-Nov-17 01:15:00,9.43,5.75,394.07,18-Nov-17 01:15:00
1099,18-Nov-17 01:30:00,9.48,5.75,393.96,18-Nov-17 01:30:00
1100,18-Nov-17 01:45:00,9.45,5.75,393.87,18-Nov-17 01:45:00
1101,18-Nov-17 02:00:00,9.42,5.81,393.82,18-Nov-17 02:00:00
1102,18-Nov-17 02:15:00,9.43,5.88,393.73,18-Nov-17 02:15:00
1103,18-Nov-17 02:30:00,9.44,5.88,393.79,18-Nov-17 02:30:00
1104,18-Nov-17 02:45:00,9.48,5.94,393.70,18-Nov-17 02:45:00
1105,18-Nov-17 03:00:00,9.45,5.94,393.48,18-Nov-17 03:00:00
1106,18-Nov-17 03:15:00,9.44,5.94,393.39,18-Nov-17 03:15:00
1107,18-Nov-17 03:30:00,9.45,5.94,393.37,18-Nov-17 03:30:00
1108,18-Nov-17 03:45:00,9.43,5.94,393.20,18-Nov-17 03:45:00
1109,18-Nov-17 04:00:00,9.44,5.94,393.14,18-Nov-17 04:00:00
1110,18-Nov-17 04:15:00,9.46,6.00,393.11,18-Nov-17 04:15:00
1111,18-Nov-17 04:30:00,9.41,6.00,393.17,18-Nov-17 04:30:00
1112,18-Nov-17 04:45:00,9.41,6.00,393.00,18-Nov-17 04:45:00
1113,18-Nov-17 05:00:00,9.44,6.06,392.83,18-Nov-17 05:00:00
1114,18-Nov-17 05:15:00,9.41,6.06,392.72,18-Nov-17 05:15:00
1115,18-Nov-17 05:30:00,9.49,6.06,392.81,18-Nov-17 05:30:00
1116,18-Nov-17 05:45:00,9.43,6.06,392.67,18-Nov-17 05:45:00
1117,18-Nov-17 06:00:00,9.46,6.06,392.61,18-Nov-17 06:00:00
1118,18-Nov-17 06:15:00,9.48,6.00,392.42,18-Nov-17 06:15:00
1119,18-Nov-17 06:30:00,9.44,5.94,392.42,18-Nov-17 06:30:00
1120,18-Nov-17 06:45:00,9.45,5.88,392.36,18-Nov-17 06:45:00
1121,18-Nov-17 07:00:00,9.46,5.94,392.39,18-Nov-17 07:00:00
1122,18-Nov-17 07:15:00,9.44,5.88,392.31,18-Nov-17 07:15:00
1123,18-Nov-17 07:30:00,9.47,5.88,392.25,18-Nov-17 07:30:00
1124,18-Nov-17 07:45:00,9.43,5.88,392.22,18-Nov-17 07:45:00
1125,18-Nov-17 08:00:00,9.43,5.88,392.14,18-Nov-17 08:00:00
1126,18-Nov-17 08:15:00,9.45,5.94,392.17,18-Nov-17 08:15:00
1127,18-Nov-17 08:30:00,9.47,6.00,392.05,18-Nov-17 08:30:00
1128,18-Nov-17 08:45:00,9.42,6.06,391.97,18-Nov-17 08:45:00
1129,18-Nov-17 09:00:00,9.42,6.19,391.88,18-Nov-17 09:00:00
1130,18-Nov-17 09:15:00,9.44,6.25,391.77,18-Nov-17 09:15:00
1131,18-Nov-17 09:30:00,9.40,6.31,391.63,18-Nov-17 09:30:00
1132,18-Nov-17 09:45:00,9.39,6.38,391.52,18-Nov-17 09:45:00
1133,18-Nov-17 10:00:00,9.45,6.50,391.43,18-Nov-17 10:00:00
1134,18-Nov-17 10:15:00,9.41,6.56,391.32,18-Nov-17 10:15:00
1135,18-Nov-17 10:30:00,9.44,6.63,391.21,18-Nov-17 10:30:00
1136,18-Nov-17 10:45:00,9.41,6.75,391.07,18-Nov-17 10:45:00
1137,18-Nov-17 11:00:00,9.51,6.94,390.98,18-Nov-17 11:00:00
1138,18-Nov-17 11:15:00,9.41,7.13,390.81,18-Nov-17 11:15:00
1139,18-Nov-17 11:30:00,9.46,7.31,390.59,18-Nov-17 11:30:00
1140,18-Nov-17 11:45:00,9.45,7.50,390.50,18-Nov-17 11:45:00
1141,18-Nov-17 12:00:00,9.46,7.63,390.39,18-Nov-17 12:00:00
1142,18-Nov-17 12:15:00,9.44,7.69,390.31,18-Nov-17 12:15:00
1143,18-Nov-17 12:30:00,9.44,7.75,390.22,18-Nov-17 12:30:00
1144,18-Nov-17 12:45:00,9.48,7.94,390.08,18-Nov-17 12:45:00
1145,18-Nov-17 13:00:00,9.53,8.06,389.97,18-Nov-17 13:00:00
