
Advanced Calibration Data,,Cal Date,m2,m1,m0,b3,b2,b1,b0
,Block 0,unknown, 0,-6.29999994998798E-05, 1.00067901611328, 0, 8.999999408843E-06, 4.54999972134829E-04, .153439998626709
,Block 1,unknown, 0, 0, 0, 0, 0, 0, 100


Field Calibration Data,,m,b, Cal Date
,Pressure, 1, 0,unknown
,Temperature, 1, 0,unknown
SensorSN,21309003
Sensor Type,PT2X
Sensor Name,INW Smart Sensor
Session Name,FCR_inf2_15min
# Records, 11329
Sensor File,6/3/2014 12:17:23 PM ,FCR_inf2_15min_060314.a4d

Barometric File,6/3/2014 12:45:40 PM ,FCRBV2014_060314.a4d
Barometric Factory Calibration Data,,m3,m2,m1,m0,b3,b2,b1,b0
,Block 0, 38353, 4.00000044464832E-06,-2.43999995291233E-04, 1.00351190567017, 0,-7.1999995270744E-05, 4.13400027900934E-03, 3.70159968733788E-02
,Block 1, 38353, 0, 0, 0, 0, 0, 0, 100

Barometric Field Calibration Data,,m,b
,Pressure, 1, 0
,Temperature, 1, 0

SensorSN,21204020
Sensor Type,PT2X
Sensor Name,Barometric Pressure (2)
Session Name,FCRBV2014
# Records, n/a

Statistical Data,,Pressure(in H2O),Temperature(degC),
,Sensor Range,30 psia,,
,Minimum,-20.68,0.19,
,Maximum,95.83,19.13,
,Mean,6.27,9.55,
,Variance,89.742,28.502,
,Std Deviation,9.473,5.339,
Rec #,Date/Time,Pressure(in H2O),Temperature(degC),SensorPressure(in H2O),Barometric Date/Time
1,5-Feb-14 11:00:00,7.39,4.00,388.44,5-Feb-14 11:00:00
2,5-Feb-14 11:15:00,7.37,4.19,388.32,5-Feb-14 11:15:00
3,5-Feb-14 11:30:00,7.46,4.25,388.27,5-Feb-14 11:30:00
4,5-Feb-14 11:45:00,7.46,4.50,388.27,5-Feb-14 11:45:00
5,5-Feb-14 12:00:00,7.41,4.81,388.10,5-Feb-14 12:00:00
6,5-Feb-14 12:15:00,7.45,4.94,388.04,5-Feb-14 12:15:00
7,5-Feb-14 12:30:00,7.39,4.94,387.95,5-Feb-14 12:30:00
8,5-Feb-14 12:45:00,7.40,5.00,387.84,5-Feb-14 12:45:00
9,5-Feb-14 13:00:00,7.33,5.25,387.76,5-Feb-14 13:00:00
10,5-Feb-14 13:15:00,7.37,5.56,387.73,5-Feb-14 13:15:00
11,5-Feb-14 13:30:00,7.36,5.81,387.64,5-Feb-14 13:30:00
12,5-Feb-14 13:45:00,7.32,6.00,387.61,5-Feb-14 13:45:00
13,5-Feb-14 14:00:00,7.33,6.19,387.55,5-Feb-14 14:00:00
14,5-Feb-14 14:15:00,7.34,6.31,387.64,5-Feb-14 14:15:00
15,5-Feb-14 14:30:00,7.34,6.50,387.63,5-Feb-14 14:30:00
16,5-Feb-14 14:45:00,7.32,6.50,387.77,5-Feb-14 14:45:00
17,5-Feb-14 15:00:00,7.32,6.56,387.80,5-Feb-14 15:00:00
18,5-Feb-14 15:15:00,7.31,6.50,388.05,5-Feb-14 15:15:00
19,5-Feb-14 15:30:00,7.43,6.44,388.22,5-Feb-14 15:30:00
20,5-Feb-14 15:45:00,7.38,6.44,388.42,5-Feb-14 15:45:00
21,5-Feb-14 16:00:00,7.25,6.38,388.53,5-Feb-14 16:00:00
22,5-Feb-14 16:15:00,7.18,6.25,388.64,5-Feb-14 16:15:00
23,5-Feb-14 16:30:00,7.44,6.13,388.87,5-Feb-14 16:30:00
24,5-Feb-14 16:45:00,7.39,6.00,389.09,5-Feb-14 16:45:00
25,5-Feb-14 17:00:00,7.27,5.88,389.26,5-Feb-14 17:00:00
26,5-Feb-14 17:15:00,7.23,5.81,389.40,5-Feb-14 17:15:00
27,5-Feb-14 17:30:00,7.24,5.63,389.54,5-Feb-14 17:30:00
28,5-Feb-14 17:45:00,7.31,5.50,389.77,5-Feb-14 17:45:00
29,5-Feb-14 18:00:00,7.36,5.38,389.96,5-Feb-14 18:00:00
30,5-Feb-14 18:15:00,7.56,5.25,390.19,5-Feb-14 18:15:00
31,5-Feb-14 18:30:00,7.49,5.13,390.41,5-Feb-14 18:30:00
32,5-Feb-14 18:45:00,7.34,5.00,390.39,5-Feb-14 18:45:00
33,5-Feb-14 19:00:00,7.31,4.88,390.47,5-Feb-14 19:00:00
34,5-Feb-14 19:15:00,7.27,4.81,390.44,5-Feb-14 19:15:00
35,5-Feb-14 19:30:00,7.32,4.69,390.56,5-Feb-14 19:30:00
36,5-Feb-14 19:45:00,7.30,4.63,390.67,5-Feb-14 19:45:00
37,5-Feb-14 20:00:00,7.37,4.50,390.89,5-Feb-14 20:00:00
38,5-Feb-14 20:15:00,7.32,4.44,391.06,5-Feb-14 20:15:00
39,5-Feb-14 20:30:00,7.60,4.31,391.20,5-Feb-14 20:30:00
40,5-Feb-14 20:45:00,7.65,4.25,391.17,5-Feb-14 20:45:00
41,5-Feb-14 21:00:00,7.39,4.13,391.18,5-Feb-14 21:00:00
42,5-Feb-14 21:15:00,7.51,4.06,391.26,5-Feb-14 21:15:00
43,5-Feb-14 21:30:00,7.42,4.00,391.46,5-Feb-14 21:30:00
44,5-Feb-14 21:45:00,7.47,3.88,391.54,5-Feb-14 21:45:00
45,5-Feb-14 22:00:00,7.45,3.81,391.65,5-Feb-14 22:00:00
46,5-Feb-14 22:15:00,7.29,3.75,391.52,5-Feb-14 22:15:00
47,5-Feb-14 22:30:00,7.42,3.69,391.85,5-Feb-14 22:30:00
48,5-Feb-14 22:45:00,7.52,3.69,391.93,5-Feb-14 22:45:00
49,5-Feb-14 23:00:00,7.49,3.63,391.96,5-Feb-14 23:00:00
50,5-Feb-14 23:15:00,7.48,3.50,391.91,5-Feb-14 23:15:00
51,5-Feb-14 23:30:00,7.64,3.44,392.08,5-Feb-14 23:30:00
52,5-Feb-14 23:45:00,7.42,3.31,392.22,5-Feb-14 23:45:00
53,6-Feb-14 00:00:00,7.40,3.19,392.36,6-Feb-14 00:00:00
54,6-Feb-14 00:15:00,7.47,3.13,392.42,6-Feb-14 00:15:00
55,6-Feb-14 00:30:00,7.39,3.13,392.53,6-Feb-14 00:30:00
56,6-Feb-14 00:45:00,7.37,3.06,392.64,6-Feb-14 00:45:00
57,6-Feb-14 01:00:00,7.37,2.94,392.78,6-Feb-14 01:00:00
58,6-Feb-14 01:15:00,7.37,2.94,392.81,6-Feb-14 01:15:00
59,6-Feb-14 01:30:00,7.42,2.88,392.87,6-Feb-14 01:30:00
60,6-Feb-14 01:45:00,7.44,2.81,393.01,6-Feb-14 01:45:00
61,6-Feb-14 02:00:00,7.55,2.81,393.03,6-Feb-14 02:00:00
62,6-Feb-14 02:15:00,7.48,2.75,392.95,6-Feb-14 02:15:00
63,6-Feb-14 02:30:00,7.46,2.69,393.06,6-Feb-14 02:30:00
64,6-Feb-14 02:45:00,7.37,2.56,393.04,6-Feb-14 02:45:00
65,6-Feb-14 03:00:00,7.47,2.56,393.04,6-Feb-14 03:00:00
66,6-Feb-14 03:15:00,7.40,2.56,393.09,6-Feb-14 03:15:00
67,6-Feb-14 03:30:00,7.48,2.50,393.04,6-Feb-14 03:30:00
68,6-Feb-14 03:45:00,7.39,2.44,393.21,6-Feb-14 03:45:00
69,6-Feb-14 04:00:00,7.43,2.44,393.12,6-Feb-14 04:00:00
70,6-Feb-14 04:15:00,7.49,2.38,393.18,6-Feb-14 04:15:00
71,6-Feb-14 04:30:00,7.42,2.38,393.32,6-Feb-14 04:30:00
72,6-Feb-14 04:45:00,7.37,2.31,393.35,6-Feb-14 04:45:00
73,6-Feb-14 05:00:00,7.40,2.31,393.37,6-Feb-14 05:00:00
74,6-Feb-14 05:15:00,7.40,2.31,393.32,6-Feb-14 05:15:00
75,6-Feb-14 05:30:00,7.62,2.25,393.38,6-Feb-14 05:30:00
76,6-Feb-14 05:45:00,7.48,2.25,393.38,6-Feb-14 05:45:00
77,6-Feb-14 06:00:00,7.37,2.25,393.43,6-Feb-14 06:00:00
78,6-Feb-14 06:15:00,7.46,2.19,393.60,6-Feb-14 06:15:00
79,6-Feb-14 06:30:00,7.47,2.19,393.52,6-Feb-14 06:30:00
80,6-Feb-14 06:45:00,7.43,2.13,393.60,6-Feb-14 06:45:00
81,6-Feb-14 07:00:00,7.43,2.13,393.74,6-Feb-14 07:00:00
82,6-Feb-14 07:15:00,7.48,2.13,393.71,6-Feb-14 07:15:00
83,6-Feb-14 07:30:00,7.41,2.13,393.74,6-Feb-14 07:30:00
84,6-Feb-14 07:45:00,7.41,2.13,393.85,6-Feb-14 07:45:00
85,6-Feb-14 08:00:00,7.38,2.13,394.08,6-Feb-14 08:00:00
86,6-Feb-14 08:15:00,7.39,2.13,394.16,6-Feb-14 08:15:00
87,6-Feb-14 08:30:00,7.33,2.19,394.19,6-Feb-14 08:30:00
88,6-Feb-14 08:45:00,7.34,2.19,394.44,6-Feb-14 08:45:00
89,6-Feb-14 09:00:00,7.40,2.31,394.44,6-Feb-14 09:00:00
90,6-Feb-14 09:15:00,7.36,2.31,394.58,6-Feb-14 09:15:00
91,6-Feb-14 09:30:00,7.35,2.38,394.60,6-Feb-14 09:30:00
92,6-Feb-14 09:45:00,7.33,2.44,394.63,6-Feb-14 09:45:00
93,6-Feb-14 10:00:00,7.30,2.50,394.63,6-Feb-14 10:00:00
94,6-Feb-14 10:15:00,7.33,2.63,394.66,6-Feb-14 10:15:00
95,6-Feb-14 10:30:00,7.26,2.69,394.63,6-Feb-14 10:30:00
96,6-Feb-14 10:45:00,7.29,2.69,394.57,6-Feb-14 10:45:00
97,6-Feb-14 11:00:00,7.27,2.75,394.57,6-Feb-14 11:00:00
98,6-Feb-14 11:15:00,7.25,2.88,394.51,6-Feb-14 11:15:00
99,6-Feb-14 11:30:00,7.25,3.00,394.51,6-Feb-14 11:30:00
100,6-Feb-14 11:45:00,7.25,3.13,394.46,6-Feb-14 11:45:00
101,6-Feb-14 12:00:00,7.23,3.19,394.29,6-Feb-14 12:00:00
102,6-Feb-14 12:15:00,7.17,3.31,394.09,6-Feb-14 12:15:00
103,6-Feb-14 12:30:00,7.20,3.50,394.14,6-Feb-14 12:30:00
104,6-Feb-14 12:45:00,7.22,3.63,394.06,6-Feb-14 12:45:00
105,6-Feb-14 13:00:00,7.16,3.75,393.92,6-Feb-14 13:00:00
106,6-Feb-14 13:15:00,7.18,3.94,393.83,6-Feb-14 13:15:00
107,6-Feb-14 13:30:00,7.19,4.00,393.64,6-Feb-14 13:30:00
108,6-Feb-14 13:45:00,7.20,4.06,393.61,6-Feb-14 13:45:00
109,6-Feb-14 14:00:00,7.17,4.06,393.64,6-Feb-14 14:00:00
110,6-Feb-14 14:15:00,7.20,4.19,393.55,6-Feb-14 14:15:00
111,6-Feb-14 14:30:00,7.20,4.19,393.58,6-Feb-14 14:30:00
112,6-Feb-14 14:45:00,7.21,4.25,393.61,6-Feb-14 14:45:00
113,6-Feb-14 15:00:00,7.19,4.31,393.58,6-Feb-14 15:00:00
114,6-Feb-14 15:15:00,7.26,4.31,393.58,6-Feb-14 15:15:00
115,6-Feb-14 15:30:00,7.18,4.25,393.58,6-Feb-14 15:30:00
116,6-Feb-14 15:45:00,7.20,4.25,393.63,6-Feb-14 15:45:00
117,6-Feb-14 16:00:00,7.15,4.19,393.61,6-Feb-14 16:00:00
118,6-Feb-14 16:15:00,7.22,4.13,393.61,6-Feb-14 16:15:00
119,6-Feb-14 16:30:00,7.18,4.13,393.61,6-Feb-14 16:30:00
120,6-Feb-14 16:45:00,7.22,4.06,393.61,6-Feb-14 16:45:00
121,6-Feb-14 17:00:00,7.22,4.00,393.66,6-Feb-14 17:00:00
122,6-Feb-14 17:15:00,7.24,3.88,393.81,6-Feb-14 17:15:00
123,6-Feb-14 17:30:00,7.24,3.81,393.92,6-Feb-14 17:30:00
124,6-Feb-14 17:45:00,7.24,3.75,393.83,6-Feb-14 17:45:00
125,6-Feb-14 18:00:00,7.23,3.69,393.84,6-Feb-14 18:00:00
126,6-Feb-14 18:15:00,7.21,3.63,393.92,6-Feb-14 18:15:00
127,6-Feb-14 18:30:00,7.22,3.56,393.95,6-Feb-14 18:30:00
128,6-Feb-14 18:45:00,7.19,3.56,393.95,6-Feb-14 18:45:00
129,6-Feb-14 19:00:00,7.26,3.50,394.12,6-Feb-14 19:00:00
130,6-Feb-14 19:15:00,7.24,3.44,394.31,6-Feb-14 19:15:00
131,6-Feb-14 19:30:00,7.21,3.44,394.31,6-Feb-14 19:30:00
132,6-Feb-14 19:45:00,7.24,3.38,394.48,6-Feb-14 19:45:00
133,6-Feb-14 20:00:00,7.26,3.31,394.59,6-Feb-14 20:00:00
134,6-Feb-14 20:15:00,7.25,3.25,394.48,6-Feb-14 20:15:00
135,6-Feb-14 20:30:00,7.24,3.25,394.37,6-Feb-14 20:30:00
136,6-Feb-14 20:45:00,7.28,3.25,394.29,6-Feb-14 20:45:00
137,6-Feb-14 21:00:00,7.24,3.19,394.34,6-Feb-14 21:00:00
138,6-Feb-14 21:15:00,7.27,3.13,394.20,6-Feb-14 21:15:00
139,6-Feb-14 21:30:00,7.22,3.13,394.23,6-Feb-14 21:30:00
140,6-Feb-14 21:45:00,7.25,3.06,394.23,6-Feb-14 21:45:00
141,6-Feb-14 22:00:00,7.25,3.06,394.23,6-Feb-14 22:00:00
142,6-Feb-14 22:15:00,7.25,3.00,394.15,6-Feb-14 22:15:00
143,6-Feb-14 22:30:00,7.26,2.94,394.07,6-Feb-14 22:30:00
144,6-Feb-14 22:45:00,7.28,2.94,394.01,6-Feb-14 22:45:00
145,6-Feb-14 23:00:00,7.28,2.94,394.04,6-Feb-14 23:00:00
146,6-Feb-14 23:15:00,7.28,2.88,394.01,6-Feb-14 23:15:00
147,6-Feb-14 23:30:00,7.30,2.81,394.18,6-Feb-14 23:30:00
148,6-Feb-14 23:45:00,7.24,2.81,394.07,6-Feb-14 23:45:00
149,7-Feb-14 00:00:00,7.24,2.81,394.12,7-Feb-14 00:00:00
150,7-Feb-14 00:15:00,7.24,2.75,394.10,7-Feb-14 00:15:00
151,7-Feb-14 00:30:00,7.23,2.75,394.01,7-Feb-14 00:30:00
152,7-Feb-14 00:45:00,7.26,2.69,393.99,7-Feb-14 00:45:00
153,7-Feb-14 01:00:00,7.25,2.63,393.93,7-Feb-14 01:00:00
154,7-Feb-14 01:15:00,7.23,2.63,393.90,7-Feb-14 01:15:00
155,7-Feb-14 01:30:00,7.24,2.56,393.79,7-Feb-14 01:30:00
156,7-Feb-14 01:45:00,7.24,2.56,393.82,7-Feb-14 01:45:00
157,7-Feb-14 02:00:00,7.28,2.50,393.85,7-Feb-14 02:00:00
158,7-Feb-14 02:15:00,7.25,2.44,393.79,7-Feb-14 02:15:00
159,7-Feb-14 02:30:00,7.23,2.44,393.76,7-Feb-14 02:30:00
160,7-Feb-14 02:45:00,7.27,2.38,393.85,7-Feb-14 02:45:00
161,7-Feb-14 03:00:00,7.30,2.31,393.74,7-Feb-14 03:00:00
162,7-Feb-14 03:15:00,7.23,2.31,393.77,7-Feb-14 03:15:00
163,7-Feb-14 03:30:00,7.28,2.25,393.85,7-Feb-14 03:30:00
164,7-Feb-14 03:45:00,7.25,2.25,393.74,7-Feb-14 03:45:00
165,7-Feb-14 04:00:00,7.25,2.19,393.85,7-Feb-14 04:00:00
166,7-Feb-14 04:15:00,7.24,2.13,393.96,7-Feb-14 04:15:00
167,7-Feb-14 04:30:00,7.33,2.13,393.96,7-Feb-14 04:30:00
168,7-Feb-14 04:45:00,7.34,2.06,393.99,7-Feb-14 04:45:00
169,7-Feb-14 05:00:00,7.31,2.06,394.05,7-Feb-14 05:00:00
170,7-Feb-14 05:15:00,7.37,2.00,394.13,7-Feb-14 05:15:00
171,7-Feb-14 05:30:00,7.33,2.00,394.24,7-Feb-14 05:30:00
172,7-Feb-14 05:45:00,7.33,1.94,394.25,7-Feb-14 05:45:00
173,7-Feb-14 06:00:00,7.34,1.88,394.25,7-Feb-14 06:00:00
174,7-Feb-14 06:15:00,7.30,1.88,394.30,7-Feb-14 06:15:00
175,7-Feb-14 06:30:00,7.28,1.81,394.22,7-Feb-14 06:30:00
176,7-Feb-14 06:45:00,7.29,1.81,394.22,7-Feb-14 06:45:00
177,7-Feb-14 07:00:00,7.29,1.75,394.25,7-Feb-14 07:00:00
178,7-Feb-14 07:15:00,7.29,1.75,394.30,7-Feb-14 07:15:00
179,7-Feb-14 07:30:00,7.26,1.69,394.33,7-Feb-14 07:30:00
180,7-Feb-14 07:45:00,7.26,1.69,394.42,7-Feb-14 07:45:00
181,7-Feb-14 08:00:00,7.22,1.69,394.30,7-Feb-14 08:00:00
182,7-Feb-14 08:15:00,7.26,1.69,394.42,7-Feb-14 08:15:00
183,7-Feb-14 08:30:00,7.26,1.69,394.50,7-Feb-14 08:30:00
184,7-Feb-14 08:45:00,7.24,1.69,394.61,7-Feb-14 08:45:00
185,7-Feb-14 09:00:00,7.23,1.75,394.69,7-Feb-14 09:00:00
186,7-Feb-14 09:15:00,7.19,1.75,394.64,7-Feb-14 09:15:00
187,7-Feb-14 09:30:00,7.15,1.81,394.86,7-Feb-14 09:30:00
188,7-Feb-14 09:45:00,7.17,1.88,394.92,7-Feb-14 09:45:00
189,7-Feb-14 10:00:00,7.10,1.94,394.89,7-Feb-14 10:00:00
190,7-Feb-14 10:15:00,7.16,2.00,394.94,7-Feb-14 10:15:00
191,7-Feb-14 10:30:00,7.14,2.13,394.86,7-Feb-14 10:30:00
192,7-Feb-14 10:45:00,7.10,2.25,394.72,7-Feb-14 10:45:00
193,7-Feb-14 11:00:00,7.13,2.38,394.72,7-Feb-14 11:00:00
194,7-Feb-14 11:15:00,7.19,2.50,394.63,7-Feb-14 11:15:00
195,7-Feb-14 11:30:00,7.12,2.75,394.60,7-Feb-14 11:30:00
196,7-Feb-14 11:45:00,7.14,3.00,394.60,7-Feb-14 11:45:00
197,7-Feb-14 12:00:00,7.12,3.13,394.46,7-Feb-14 12:00:00
198,7-Feb-14 12:15:00,7.12,3.19,394.43,7-Feb-14 12:15:00
199,7-Feb-14 12:30:00,7.13,3.31,394.29,7-Feb-14 12:30:00
200,7-Feb-14 12:45:00,7.10,3.50,394.12,7-Feb-14 12:45:00
201,7-Feb-14 13:00:00,7.10,3.69,394.06,7-Feb-14 13:00:00
202,7-Feb-14 13:15:00,7.13,3.81,393.89,7-Feb-14 13:15:00
203,7-Feb-14 13:30:00,7.11,3.94,393.92,7-Feb-14 13:30:00
204,7-Feb-14 13:45:00,7.12,4.00,393.89,7-Feb-14 13:45:00
205,7-Feb-14 14:00:00,7.09,4.06,393.78,7-Feb-14 14:00:00
206,7-Feb-14 14:15:00,7.17,4.13,393.91,7-Feb-14 14:15:00
207,7-Feb-14 14:30:00,7.09,4.13,393.80,7-Feb-14 14:30:00
208,7-Feb-14 14:45:00,7.12,4.19,393.83,7-Feb-14 14:45:00
209,7-Feb-14 15:00:00,7.12,4.25,393.89,7-Feb-14 15:00:00
210,7-Feb-14 15:15:00,7.12,4.25,393.86,7-Feb-14 15:15:00
211,7-Feb-14 15:30:00,7.13,4.19,393.86,7-Feb-14 15:30:00
212,7-Feb-14 15:45:00,7.10,4.19,393.83,7-Feb-14 15:45:00
213,7-Feb-14 16:00:00,7.12,4.13,393.83,7-Feb-14 16:00:00
214,7-Feb-14 16:15:00,7.14,4.06,393.83,7-Feb-14 16:15:00
215,7-Feb-14 16:30:00,7.11,4.00,393.78,7-Feb-14 16:30:00
216,7-Feb-14 16:45:00,7.11,4.00,393.86,7-Feb-14 16:45:00
217,7-Feb-14 17:00:00,7.12,3.94,393.86,7-Feb-14 17:00:00
218,7-Feb-14 17:15:00,7.15,3.81,393.92,7-Feb-14 17:15:00
219,7-Feb-14 17:30:00,7.17,3.75,394.06,7-Feb-14 17:30:00
220,7-Feb-14 17:45:00,7.16,3.63,394.09,7-Feb-14 17:45:00
221,7-Feb-14 18:00:00,7.17,3.50,394.17,7-Feb-14 18:00:00
222,7-Feb-14 18:15:00,7.17,3.38,394.26,7-Feb-14 18:15:00
223,7-Feb-14 18:30:00,7.21,3.31,394.29,7-Feb-14 18:30:00
224,7-Feb-14 18:45:00,7.17,3.19,394.23,7-Feb-14 18:45:00
225,7-Feb-14 19:00:00,7.19,3.13,394.23,7-Feb-14 19:00:00
226,7-Feb-14 19:15:00,7.19,3.06,394.23,7-Feb-14 19:15:00
227,7-Feb-14 19:30:00,7.21,3.00,394.23,7-Feb-14 19:30:00
228,7-Feb-14 19:45:00,7.25,2.94,394.23,7-Feb-14 19:45:00
229,7-Feb-14 20:00:00,7.24,2.88,394.29,7-Feb-14 20:00:00
230,7-Feb-14 20:15:00,7.22,2.81,394.24,7-Feb-14 20:15:00
231,7-Feb-14 20:30:00,7.26,2.75,394.21,7-Feb-14 20:30:00
232,7-Feb-14 20:45:00,7.22,2.69,394.21,7-Feb-14 20:45:00
233,7-Feb-14 21:00:00,7.27,2.63,394.24,7-Feb-14 21:00:00
234,7-Feb-14 21:15:00,7.26,2.63,394.21,7-Feb-14 21:15:00
235,7-Feb-14 21:30:00,7.21,2.56,394.15,7-Feb-14 21:30:00
236,7-Feb-14 21:45:00,7.25,2.50,394.18,7-Feb-14 21:45:00
237,7-Feb-14 22:00:00,7.24,2.50,394.18,7-Feb-14 22:00:00
238,7-Feb-14 22:15:00,7.22,2.50,394.21,7-Feb-14 22:15:00
239,7-Feb-14 22:30:00,7.22,2.44,394.30,7-Feb-14 22:30:00
240,7-Feb-14 22:45:00,7.25,2.44,394.35,7-Feb-14 22:45:00
241,7-Feb-14 23:00:00,7.18,2.44,394.30,7-Feb-14 23:00:00
242,7-Feb-14 23:15:00,7.20,2.44,394.24,7-Feb-14 23:15:00
243,7-Feb-14 23:30:00,7.21,2.44,394.18,7-Feb-14 23:30:00
244,7-Feb-14 23:45:00,7.20,2.44,394.24,7-Feb-14 23:45:00
245,8-Feb-14 00:00:00,7.20,2.44,394.27,8-Feb-14 00:00:00
246,8-Feb-14 00:15:00,7.23,2.44,394.18,8-Feb-14 00:15:00
247,8-Feb-14 00:30:00,7.23,2.44,394.13,8-Feb-14 00:30:00
248,8-Feb-14 00:45:00,7.22,2.44,394.07,8-Feb-14 00:45:00
249,8-Feb-14 01:00:00,7.22,2.44,393.99,8-Feb-14 01:00:00
250,8-Feb-14 01:15:00,7.22,2.50,393.90,8-Feb-14 01:15:00
251,8-Feb-14 01:30:00,7.21,2.50,393.85,8-Feb-14 01:30:00
252,8-Feb-14 01:45:00,7.22,2.50,393.82,8-Feb-14 01:45:00
253,8-Feb-14 02:00:00,7.19,2.50,393.71,8-Feb-14 02:00:00
254,8-Feb-14 02:15:00,7.20,2.56,393.74,8-Feb-14 02:15:00
255,8-Feb-14 02:30:00,7.20,2.56,393.76,8-Feb-14 02:30:00
256,8-Feb-14 02:45:00,7.18,2.56,393.85,8-Feb-14 02:45:00
257,8-Feb-14 03:00:00,7.20,2.56,393.79,8-Feb-14 03:00:00
258,8-Feb-14 03:15:00,7.21,2.56,393.82,8-Feb-14 03:15:00
259,8-Feb-14 03:30:00,7.18,2.63,393.76,8-Feb-14 03:30:00
260,8-Feb-14 03:45:00,7.17,2.63,393.62,8-Feb-14 03:45:00
261,8-Feb-14 04:00:00,7.19,2.63,393.62,8-Feb-14 04:00:00
262,8-Feb-14 04:15:00,7.19,2.63,393.65,8-Feb-14 04:15:00
263,8-Feb-14 04:30:00,7.16,2.63,393.73,8-Feb-14 04:30:00
264,8-Feb-14 04:45:00,7.18,2.63,393.62,8-Feb-14 04:45:00
265,8-Feb-14 05:00:00,7.19,2.63,393.76,8-Feb-14 05:00:00
266,8-Feb-14 05:15:00,7.19,2.69,393.73,8-Feb-14 05:15:00
267,8-Feb-14 05:30:00,7.16,2.69,393.73,8-Feb-14 05:30:00
268,8-Feb-14 05:45:00,7.13,2.69,393.79,8-Feb-14 05:45:00
269,8-Feb-14 06:00:00,7.16,2.69,393.73,8-Feb-14 06:00:00
270,8-Feb-14 06:15:00,7.16,2.69,393.73,8-Feb-14 06:15:00
271,8-Feb-14 06:30:00,7.18,2.69,393.79,8-Feb-14 06:30:00
272,8-Feb-14 06:45:00,7.18,2.69,393.87,8-Feb-14 06:45:00
273,8-Feb-14 07:00:00,7.18,2.69,393.90,8-Feb-14 07:00:00
274,8-Feb-14 07:15:00,7.16,2.69,393.99,8-Feb-14 07:15:00
275,8-Feb-14 07:30:00,7.18,2.69,393.90,8-Feb-14 07:30:00
276,8-Feb-14 07:45:00,7.16,2.69,393.82,8-Feb-14 07:45:00
277,8-Feb-14 08:00:00,7.18,2.69,393.51,8-Feb-14 08:00:00
278,8-Feb-14 08:15:00,7.14,2.69,393.79,8-Feb-14 08:15:00
279,8-Feb-14 08:30:00,7.15,2.75,393.96,8-Feb-14 08:30:00
280,8-Feb-14 08:45:00,7.16,2.81,394.12,8-Feb-14 08:45:00
281,8-Feb-14 09:00:00,7.14,2.81,393.93,8-Feb-14 09:00:00
282,8-Feb-14 09:15:00,7.18,2.88,394.07,8-Feb-14 09:15:00
283,8-Feb-14 09:30:00,7.13,2.94,394.04,8-Feb-14 09:30:00
284,8-Feb-14 09:45:00,7.11,2.94,393.95,8-Feb-14 09:45:00
285,8-Feb-14 10:00:00,7.14,3.00,393.95,8-Feb-14 10:00:00
286,8-Feb-14 10:15:00,7.10,3.06,393.95,8-Feb-14 10:15:00
287,8-Feb-14 10:30:00,7.15,3.13,394.04,8-Feb-14 10:30:00
288,8-Feb-14 10:45:00,7.13,3.19,393.92,8-Feb-14 10:45:00
289,8-Feb-14 11:00:00,7.10,3.31,394.01,8-Feb-14 11:00:00
290,8-Feb-14 11:15:00,7.09,3.38,393.92,8-Feb-14 11:15:00
291,8-Feb-14 11:30:00,7.10,3.44,393.89,8-Feb-14 11:30:00
292,8-Feb-14 11:45:00,7.11,3.50,393.75,8-Feb-14 11:45:00
293,8-Feb-14 12:00:00,7.13,3.50,393.64,8-Feb-14 12:00:00
294,8-Feb-14 12:15:00,7.10,3.50,393.56,8-Feb-14 12:15:00
295,8-Feb-14 12:30:00,7.10,3.63,393.39,8-Feb-14 12:30:00
296,8-Feb-14 12:45:00,7.09,3.69,393.11,8-Feb-14 12:45:00
297,8-Feb-14 13:00:00,7.09,3.81,393.02,8-Feb-14 13:00:00
298,8-Feb-14 13:15:00,7.11,3.94,392.91,8-Feb-14 13:15:00
299,8-Feb-14 13:30:00,7.08,4.00,392.71,8-Feb-14 13:30:00
300,8-Feb-14 13:45:00,7.09,4.00,392.66,8-Feb-14 13:45:00
301,8-Feb-14 14:00:00,7.08,4.06,392.55,8-Feb-14 14:00:00
302,8-Feb-14 14:15:00,7.08,4.13,392.46,8-Feb-14 14:15:00
303,8-Feb-14 14:30:00,7.08,4.25,392.46,8-Feb-14 14:30:00
304,8-Feb-14 14:45:00,7.09,4.25,392.46,8-Feb-14 14:45:00
305,8-Feb-14 15:00:00,7.10,4.25,392.38,8-Feb-14 15:00:00
306,8-Feb-14 15:15:00,7.07,4.31,392.26,8-Feb-14 15:15:00
307,8-Feb-14 15:30:00,7.11,4.25,392.29,8-Feb-14 15:30:00
308,8-Feb-14 15:45:00,7.06,4.25,392.32,8-Feb-14 15:45:00
309,8-Feb-14 16:00:00,7.08,4.25,392.32,8-Feb-14 16:00:00
310,8-Feb-14 16:15:00,7.10,4.25,392.40,8-Feb-14 16:15:00
311,8-Feb-14 16:30:00,7.06,4.19,392.43,8-Feb-14 16:30:00
312,8-Feb-14 16:45:00,7.08,4.13,392.49,8-Feb-14 16:45:00
313,8-Feb-14 17:00:00,7.11,4.13,392.52,8-Feb-14 17:00:00
314,8-Feb-14 17:15:00,7.06,4.06,392.38,8-Feb-14 17:15:00
315,8-Feb-14 17:30:00,7.10,4.00,392.43,8-Feb-14 17:30:00
