Advanced Calibration Data,,Cal Date,m2,m1,m0,b3,b2,b1,b0
,Block 0,unknown,0,-6.30E-05,1900-01-01 00:00:59,0,9.00E-06,4.55E-04,0.153439999
,Block 1,unknown,0,0,1900-01-00 00:00:00,0,0,0,100
,,,,,,,,,
,,,,,,,,,
Field Calibration Data,,m,b, Cal Date,,,,,
,Pressure,1,0,unknown,,,,,
,Temperature,1,0,unknown,,,,,
SensorSN,21309003,,,,,,,,
Sensor Type,PT2X,,,,,,,,
Sensor Name,INW Smart Sensor,,,,,,,,
Session Name,FCR_inf2_15min,,,,,,,,
# Records,11329,,,,,,,,
Sensor File,6/3/14 12:17,FCR_inf2_15min_060314.a4d,,,,,,,
,,,,,,,,,
Barometric File,6/3/14 12:45,FCRBV2014_060314.a4d,,,,,,,
Barometric Factory Calibration Data,,m3,m2,m1,m0,b3,b2,b1,b0
,Block 0,38353,4.00E-06,-2.44E-04,1900-01-01 00:05:03,0,-7.20E-05,4.13E-03,3.70E-02
,Block 1,38353,0,0,1900-01-00 00:00:00,0,0,0,100
,,,,,,,,,
Barometric Field Calibration Data,,m,b,,,,,,
,Pressure,1,0,,,,,,
,Temperature,1,0,,,,,,
,,,,,,,,,
SensorSN,21204020,,,,,,,,
Sensor Type,PT2X,,,,,,,,
Sensor Name,Barometric Pressure (2),,,,,,,,
Session Name,FCRBV2014,,,,,,,,
# Records, n/a,,,,,,,,
,,,,,,,,,
Statistical Data,,Pressure(in H2O),Temperature(degC),,,,,,
,Sensor Range,30 psia,,,,,,,
,Minimum,-20.68,0.19,,,,,,
,Maximum,95.83,19.13,,,,,,
,Mean,6.27,9.55,,,,,,
,Variance,89.742,28.502,,,,,,
,Std Deviation,9.473,5.339,,,,,,
Rec #,Date/Time,Pressure(in H2O),Temperature(degC),SensorPressure(in H2O),Barometric Date/Time,,,,
1,2/5/14 11:00,7.39,4,388.44,2014-02-05 11:00:00,,,,
2,2/5/14 11:15,7.37,4.19,388.32,2014-02-05 11:15:00,,,,
3,2/5/14 11:30,7.46,4.25,388.27,2014-02-05 11:30:00,,,,
4,2/5/14 11:45,7.46,4.5,388.27,2014-02-05 11:45:00,,,,
5,2/5/14 12:00,7.41,4.81,388.1,2014-02-05 12:00:00,,,,
6,2/5/14 12:15,7.45,4.94,388.04,2014-02-05 12:15:00,,,,
7,2/5/14 12:30,7.39,4.94,387.95,2014-02-05 12:30:00,,,,
8,2/5/14 12:45,7.4,5,387.84,2014-02-05 12:45:00,,,,
9,2/5/14 13:00,7.33,5.25,387.76,2014-02-05 13:00:00,,,,
10,2/5/14 13:15,7.37,5.56,387.73,2014-02-05 13:15:00,,,,
11,2/5/14 13:30,7.36,5.81,387.64,2014-02-05 13:30:00,,,,
12,2/5/14 13:45,7.32,6,387.61,2014-02-05 13:45:00,,,,
13,2/5/14 14:00,7.33,6.19,387.55,2014-02-05 14:00:00,,,,
14,2/5/14 14:15,7.34,6.31,387.64,2014-02-05 14:15:00,,,,
15,2/5/14 14:30,7.34,6.5,387.63,2014-02-05 14:30:00,,,,
16,2/5/14 14:45,7.32,6.5,387.77,2014-02-05 14:45:00,,,,
17,2/5/14 15:00,7.32,6.56,387.8,2014-02-05 15:00:00,,,,
18,2/5/14 15:15,7.31,6.5,388.05,2014-02-05 15:15:00,,,,
19,2/5/14 15:30,7.43,6.44,388.22,2014-02-05 15:30:00,,,,
20,2/5/14 15:45,7.38,6.44,388.42,2014-02-05 15:45:00,,,,
21,2/5/14 16:00,7.25,6.38,388.53,2014-02-05 16:00:00,,,,
22,2/5/14 16:15,7.18,6.25,388.64,2014-02-05 16:15:00,,,,
23,2/5/14 16:30,7.44,6.13,388.87,2014-02-05 16:30:00,,,,
24,2/5/14 16:45,7.39,6,389.09,2014-02-05 16:45:00,,,,
25,2/5/14 17:00,7.27,5.88,389.26,2014-02-05 17:00:00,,,,
26,2/5/14 17:15,7.23,5.81,389.4,2014-02-05 17:15:00,,,,
27,2/5/14 17:30,7.24,5.63,389.54,2014-02-05 17:30:00,,,,
28,2/5/14 17:45,7.31,5.5,389.77,2014-02-05 17:45:00,,,,
29,2/5/14 18:00,7.36,5.38,389.96,2014-02-05 18:00:00,,,,
30,2/5/14 18:15,7.56,5.25,390.19,2014-02-05 18:15:00,,,,
31,2/5/14 18:30,7.49,5.13,390.41,2014-02-05 18:30:00,,,,
32,2/5/14 18:45,7.34,5,390.39,2014-02-05 18:45:00,,,,
33,2/5/14 19:00,7.31,4.88,390.47,2014-02-05 19:00:00,,,,
34,2/5/14 19:15,7.27,4.81,390.44,2014-02-05 19:15:00,,,,
35,2/5/14 19:30,7.32,4.69,390.56,2014-02-05 19:30:00,,,,
36,2/5/14 19:45,7.3,4.63,390.67,2014-02-05 19:45:00,,,,
37,2/5/14 20:00,7.37,4.5,390.89,2014-02-05 20:00:00,,,,
38,2/5/14 20:15,7.32,4.44,391.06,2014-02-05 20:15:00,,,,
39,2/5/14 20:30,7.6,4.31,391.2,2014-02-05 20:30:00,,,,
40,2/5/14 20:45,7.65,4.25,391.17,2014-02-05 20:45:00,,,,
41,2/5/14 21:00,7.39,4.13,391.18,2014-02-05 21:00:00,,,,
42,2/5/14 21:15,7.51,4.06,391.26,2014-02-05 21:15:00,,,,
43,2/5/14 21:30,7.42,4,391.46,2014-02-05 21:30:00,,,,
44,2/5/14 21:45,7.47,3.88,391.54,2014-02-05 21:45:00,,,,
45,2/5/14 22:00,7.45,3.81,391.65,2014-02-05 22:00:00,,,,
46,2/5/14 22:15,7.29,3.75,391.52,2014-02-05 22:15:00,,,,
47,2/5/14 22:30,7.42,3.69,391.85,2014-02-05 22:30:00,,,,
48,2/5/14 22:45,7.52,3.69,391.93,2014-02-05 22:45:00,,,,
49,2/5/14 23:00,7.49,3.63,391.96,2014-02-05 23:00:00,,,,
50,2/5/14 23:15,7.48,3.5,391.91,2014-02-05 23:15:00,,,,
51,2/5/14 23:30,7.64,3.44,392.08,2014-02-05 23:30:00,,,,
52,2/5/14 23:45,7.42,3.31,392.22,2014-02-05 23:45:00,,,,
53,2/6/14 00:00,7.4,3.19,392.36,2014-02-06 00:00:00,,,,
54,2/6/14 00:15,7.47,3.13,392.42,2014-02-06 00:15:00,,,,
55,2/6/14 00:30,7.39,3.13,392.53,2014-02-06 00:30:00,,,,
56,2/6/14 00:45,7.37,3.06,392.64,2014-02-06 00:45:00,,,,
57,2/6/14 01:00,7.37,2.94,392.78,2014-02-06 01:00:00,,,,
58,2/6/14 01:15,7.37,2.94,392.81,2014-02-06 01:15:00,,,,
59,2/6/14 01:30,7.42,2.88,392.87,2014-02-06 01:30:00,,,,
60,2/6/14 01:45,7.44,2.81,393.01,2014-02-06 01:45:00,,,,
61,2/6/14 02:00,7.55,2.81,393.03,2014-02-06 02:00:00,,,,
62,2/6/14 02:15,7.48,2.75,392.95,2014-02-06 02:15:00,,,,
63,2/6/14 02:30,7.46,2.69,393.06,2014-02-06 02:30:00,,,,
64,2/6/14 02:45,7.37,2.56,393.04,2014-02-06 02:45:00,,,,
65,2/6/14 03:00,7.47,2.56,393.04,2014-02-06 03:00:00,,,,
66,2/6/14 03:15,7.4,2.56,393.09,2014-02-06 03:15:00,,,,
67,2/6/14 03:30,7.48,2.5,393.04,2014-02-06 03:30:00,,,,
68,2/6/14 03:45,7.39,2.44,393.21,2014-02-06 03:45:00,,,,
69,2/6/14 04:00,7.43,2.44,393.12,2014-02-06 04:00:00,,,,
70,2/6/14 04:15,7.49,2.38,393.18,2014-02-06 04:15:00,,,,
71,2/6/14 04:30,7.42,2.38,393.32,2014-02-06 04:30:00,,,,
72,2/6/14 04:45,7.37,2.31,393.35,2014-02-06 04:45:00,,,,
73,2/6/14 05:00,7.4,2.31,393.37,2014-02-06 05:00:00,,,,
74,2/6/14 05:15,7.4,2.31,393.32,2014-02-06 05:15:00,,,,
75,2/6/14 05:30,7.62,2.25,393.38,2014-02-06 05:30:00,,,,
76,2/6/14 05:45,7.48,2.25,393.38,2014-02-06 05:45:00,,,,
77,2/6/14 06:00,7.37,2.25,393.43,2014-02-06 06:00:00,,,,
78,2/6/14 06:15,7.46,2.19,393.6,2014-02-06 06:15:00,,,,
79,2/6/14 06:30,7.47,2.19,393.52,2014-02-06 06:30:00,,,,
80,2/6/14 06:45,7.43,2.13,393.6,2014-02-06 06:45:00,,,,
81,2/6/14 07:00,7.43,2.13,393.74,2014-02-06 07:00:00,,,,
82,2/6/14 07:15,7.48,2.13,393.71,2014-02-06 07:15:00,,,,
83,2/6/14 07:30,7.41,2.13,393.74,2014-02-06 07:30:00,,,,
84,2/6/14 07:45,7.41,2.13,393.85,2014-02-06 07:45:00,,,,
85,2/6/14 08:00,7.38,2.13,394.08,2014-02-06 08:00:00,,,,
86,2/6/14 08:15,7.39,2.13,394.16,2014-02-06 08:15:00,,,,
87,2/6/14 08:30,7.33,2.19,394.19,2014-02-06 08:30:00,,,,
88,2/6/14 08:45,7.34,2.19,394.44,2014-02-06 08:45:00,,,,
89,2/6/14 09:00,7.4,2.31,394.44,2014-02-06 09:00:00,,,,
90,2/6/14 09:15,7.36,2.31,394.58,2014-02-06 09:15:00,,,,
91,2/6/14 09:30,7.35,2.38,394.6,2014-02-06 09:30:00,,,,
92,2/6/14 09:45,7.33,2.44,394.63,2014-02-06 09:45:00,,,,
93,2/6/14 10:00,7.3,2.5,394.63,2014-02-06 10:00:00,,,,
94,2/6/14 10:15,7.33,2.63,394.66,2014-02-06 10:15:00,,,,
95,2/6/14 10:30,7.26,2.69,394.63,2014-02-06 10:30:00,,,,
96,2/6/14 10:45,7.29,2.69,394.57,2014-02-06 10:45:00,,,,
97,2/6/14 11:00,7.27,2.75,394.57,2014-02-06 11:00:00,,,,
98,2/6/14 11:15,7.25,2.88,394.51,2014-02-06 11:15:00,,,,
99,2/6/14 11:30,7.25,3,394.51,2014-02-06 11:30:00,,,,
100,2/6/14 11:45,7.25,3.13,394.46,2014-02-06 11:45:00,,,,
101,2/6/14 12:00,7.23,3.19,394.29,2014-02-06 12:00:00,,,,
102,2/6/14 12:15,7.17,3.31,394.09,2014-02-06 12:15:00,,,,
103,2/6/14 12:30,7.2,3.5,394.14,2014-02-06 12:30:00,,,,
104,2/6/14 12:45,7.22,3.63,394.06,2014-02-06 12:45:00,,,,
105,2/6/14 13:00,7.16,3.75,393.92,2014-02-06 13:00:00,,,,
106,2/6/14 13:15,7.18,3.94,393.83,2014-02-06 13:15:00,,,,
107,2/6/14 13:30,7.19,4,393.64,2014-02-06 13:30:00,,,,
108,2/6/14 13:45,7.2,4.06,393.61,2014-02-06 13:45:00,,,,
109,2/6/14 14:00,7.17,4.06,393.64,2014-02-06 14:00:00,,,,
110,2/6/14 14:15,7.2,4.19,393.55,2014-02-06 14:15:00,,,,
111,2/6/14 14:30,7.2,4.19,393.58,2014-02-06 14:30:00,,,,
112,2/6/14 14:45,7.21,4.25,393.61,2014-02-06 14:45:00,,,,
113,2/6/14 15:00,7.19,4.31,393.58,2014-02-06 15:00:00,,,,
114,2/6/14 15:15,7.26,4.31,393.58,2014-02-06 15:15:00,,,,
115,2/6/14 15:30,7.18,4.25,393.58,2014-02-06 15:30:00,,,,
116,2/6/14 15:45,7.2,4.25,393.63,2014-02-06 15:45:00,,,,
117,2/6/14 16:00,7.15,4.19,393.61,2014-02-06 16:00:00,,,,
118,2/6/14 16:15,7.22,4.13,393.61,2014-02-06 16:15:00,,,,
119,2/6/14 16:30,7.18,4.13,393.61,2014-02-06 16:30:00,,,,
120,2/6/14 16:45,7.22,4.06,393.61,2014-02-06 16:45:00,,,,
121,2/6/14 17:00,7.22,4,393.66,2014-02-06 17:00:00,,,,
122,2/6/14 17:15,7.24,3.88,393.81,2014-02-06 17:15:00,,,,
123,2/6/14 17:30,7.24,3.81,393.92,2014-02-06 17:30:00,,,,
124,2/6/14 17:45,7.24,3.75,393.83,2014-02-06 17:45:00,,,,
125,2/6/14 18:00,7.23,3.69,393.84,2014-02-06 18:00:00,,,,
126,2/6/14 18:15,7.21,3.63,393.92,2014-02-06 18:15:00,,,,
127,2/6/14 18:30,7.22,3.56,393.95,2014-02-06 18:30:00,,,,
128,2/6/14 18:45,7.19,3.56,393.95,2014-02-06 18:45:00,,,,
129,2/6/14 19:00,7.26,3.5,394.12,2014-02-06 19:00:00,,,,
130,2/6/14 19:15,7.24,3.44,394.31,2014-02-06 19:15:00,,,,
131,2/6/14 19:30,7.21,3.44,394.31,2014-02-06 19:30:00,,,,
132,2/6/14 19:45,7.24,3.38,394.48,2014-02-06 19:45:00,,,,
133,2/6/14 20:00,7.26,3.31,394.59,2014-02-06 20:00:00,,,,
134,2/6/14 20:15,7.25,3.25,394.48,2014-02-06 20:15:00,,,,
135,2/6/14 20:30,7.24,3.25,394.37,2014-02-06 20:30:00,,,,
136,2/6/14 20:45,7.28,3.25,394.29,2014-02-06 20:45:00,,,,
137,2/6/14 21:00,7.24,3.19,394.34,2014-02-06 21:00:00,,,,
138,2/6/14 21:15,7.27,3.13,394.2,2014-02-06 21:15:00,,,,
139,2/6/14 21:30,7.22,3.13,394.23,2014-02-06 21:30:00,,,,
140,2/6/14 21:45,7.25,3.06,394.23,2014-02-06 21:45:00,,,,
141,2/6/14 22:00,7.25,3.06,394.23,2014-02-06 22:00:00,,,,
142,2/6/14 22:15,7.25,3,394.15,2014-02-06 22:15:00,,,,
143,2/6/14 22:30,7.26,2.94,394.07,2014-02-06 22:30:00,,,,
144,2/6/14 22:45,7.28,2.94,394.01,2014-02-06 22:45:00,,,,
145,2/6/14 23:00,7.28,2.94,394.04,2014-02-06 23:00:00,,,,
146,2/6/14 23:15,7.28,2.88,394.01,2014-02-06 23:15:00,,,,
147,2/6/14 23:30,7.3,2.81,394.18,2014-02-06 23:30:00,,,,
148,2/6/14 23:45,7.24,2.81,394.07,2014-02-06 23:45:00,,,,
149,2/7/14 00:00,7.24,2.81,394.12,2014-02-07 00:00:00,,,,
150,2/7/14 00:15,7.24,2.75,394.1,2014-02-07 00:15:00,,,,
151,2/7/14 00:30,7.23,2.75,394.01,2014-02-07 00:30:00,,,,
152,2/7/14 00:45,7.26,2.69,393.99,2014-02-07 00:45:00,,,,
153,2/7/14 01:00,7.25,2.63,393.93,2014-02-07 01:00:00,,,,
154,2/7/14 01:15,7.23,2.63,393.9,2014-02-07 01:15:00,,,,
155,2/7/14 01:30,7.24,2.56,393.79,2014-02-07 01:30:00,,,,
156,2/7/14 01:45,7.24,2.56,393.82,2014-02-07 01:45:00,,,,
157,2/7/14 02:00,7.28,2.5,393.85,2014-02-07 02:00:00,,,,
158,2/7/14 02:15,7.25,2.44,393.79,2014-02-07 02:15:00,,,,
159,2/7/14 02:30,7.23,2.44,393.76,2014-02-07 02:30:00,,,,
160,2/7/14 02:45,7.27,2.38,393.85,2014-02-07 02:45:00,,,,
161,2/7/14 03:00,7.3,2.31,393.74,2014-02-07 03:00:00,,,,
162,2/7/14 03:15,7.23,2.31,393.77,2014-02-07 03:15:00,,,,
163,2/7/14 03:30,7.28,2.25,393.85,2014-02-07 03:30:00,,,,
164,2/7/14 03:45,7.25,2.25,393.74,2014-02-07 03:45:00,,,,
165,2/7/14 04:00,7.25,2.19,393.85,2014-02-07 04:00:00,,,,
166,2/7/14 04:15,7.24,2.13,393.96,2014-02-07 04:15:00,,,,
167,2/7/14 04:30,7.33,2.13,393.96,2014-02-07 04:30:00,,,,
168,2/7/14 04:45,7.34,2.06,393.99,2014-02-07 04:45:00,,,,
169,2/7/14 05:00,7.31,2.06,394.05,2014-02-07 05:00:00,,,,
170,2/7/14 05:15,7.37,2,394.13,2014-02-07 05:15:00,,,,
171,2/7/14 05:30,7.33,2,394.24,2014-02-07 05:30:00,,,,
172,2/7/14 05:45,7.33,1.94,394.25,2014-02-07 05:45:00,,,,
173,2/7/14 06:00,7.34,1.88,394.25,2014-02-07 06:00:00,,,,
174,2/7/14 06:15,7.3,1.88,394.3,2014-02-07 06:15:00,,,,
175,2/7/14 06:30,7.28,1.81,394.22,2014-02-07 06:30:00,,,,
176,2/7/14 06:45,7.29,1.81,394.22,2014-02-07 06:45:00,,,,
177,2/7/14 07:00,7.29,1.75,394.25,2014-02-07 07:00:00,,,,
178,2/7/14 07:15,7.29,1.75,394.3,2014-02-07 07:15:00,,,,
179,2/7/14 07:30,7.26,1.69,394.33,2014-02-07 07:30:00,,,,
180,2/7/14 07:45,7.26,1.69,394.42,2014-02-07 07:45:00,,,,
181,2/7/14 08:00,7.22,1.69,394.3,2014-02-07 08:00:00,,,,
182,2/7/14 08:15,7.26,1.69,394.42,2014-02-07 08:15:00,,,,
183,2/7/14 08:30,7.26,1.69,394.5,2014-02-07 08:30:00,,,,
184,2/7/14 08:45,7.24,1.69,394.61,2014-02-07 08:45:00,,,,
185,2/7/14 09:00,7.23,1.75,394.69,2014-02-07 09:00:00,,,,
186,2/7/14 09:15,7.19,1.75,394.64,2014-02-07 09:15:00,,,,
187,2/7/14 09:30,7.15,1.81,394.86,2014-02-07 09:30:00,,,,
188,2/7/14 09:45,7.17,1.88,394.92,2014-02-07 09:45:00,,,,
